IR_Raw,RED_Raw,HR_BPM,SpO2_%,RR_BPM,PI_%,Condition
1106,572,75.0,98.0,16.0,3.00,Strong Perf.
1160,599,75.0,98.0,16.0,3.00,Strong Perf.
1133,587,75.0,98.0,16.0,3.00,Strong Perf.
1050,547,75.0,98.0,16.0,3.00,Strong Perf.
936,494,75.0,98.0,16.0,3.00,Strong Perf.
808,432,75.0,98.0,16.0,3.00,Strong Perf.
675,369,75.0,98.0,16.0,3.00,Strong Perf.
548,309,75.0,98.0,16.0,3.00,Strong Perf.
434,255,75.0,98.0,16.0,3.00,Strong Perf.
339,209,75.0,98.0,16.0,3.00,Strong Perf.
263,173,75.0,98.0,16.0,3.00,Strong Perf.
205,145,75.0,98.0,16.0,3.00,Strong Perf.
164,126,75.0,98.0,16.0,3.00,Strong Perf.
136,112,75.0,98.0,16.0,3.00,Strong Perf.
117,103,75.0,98.0,16.0,3.00,Strong Perf.
106,98,75.0,98.0,16.0,3.00,Strong Perf.
99,94,75.0,98.0,16.0,3.00,Strong Perf.
94,92,75.0,98.0,16.0,3.00,Strong Perf.
92,91,75.0,98.0,16.0,3.00,Strong Perf.
90,90,75.0,98.0,16.0,3.00,Strong Perf.
89,89,75.0,98.0,16.0,3.00,Strong Perf.
88,88,75.0,98.0,16.0,3.00,Strong Perf.
87,87,75.0,98.0,16.0,3.00,Strong Perf.
86,86,75.0,98.0,16.0,3.00,Strong Perf.
85,85,75.0,98.0,16.0,3.00,Strong Perf.
84,84,75.0,98.0,16.0,3.00,Strong Perf.
83,83,75.0,98.0,16.0,3.00,Strong Perf.
82,82,75.0,98.0,16.0,3.00,Strong Perf.
583,321,75.0,98.0,16.0,3.00,Strong Perf.
878,462,75.0,98.0,16.0,3.00,Strong Perf.
1240,635,75.0,98.0,16.0,3.00,Strong Perf.
1623,818,75.0,98.0,16.0,3.00,Strong Perf.
1961,980,75.0,98.0,16.0,3.00,Strong Perf.
2187,1087,75.0,98.0,16.0,3.00,Strong Perf.
2255,1119,75.0,98.0,16.0,3.00,Strong Perf.
2151,1068,75.0,98.0,16.0,3.00,Strong Perf.
1886,939,75.0,98.0,16.0,3.00,Strong Perf.
1501,753,75.0,98.0,16.0,3.00,Strong Perf.
1106,563,75.0,98.0,16.0,3.00,Strong Perf.
860,443,75.0,98.0,16.0,3.00,Strong Perf.
824,425,75.0,98.0,16.0,3.00,Strong Perf.
899,459,75.0,98.0,16.0,3.00,Strong Perf.
950,482,75.0,98.0,16.0,3.00,Strong Perf.
932,472,75.0,98.0,16.0,3.00,Strong Perf.
861,437,75.0,98.0,16.0,3.00,Strong Perf.
762,388,75.0,98.0,16.0,3.00,Strong Perf.
650,332,75.0,98.0,16.0,3.00,Strong Perf.
534,275,75.0,98.0,16.0,3.00,Strong Perf.
423,220,75.0,98.0,16.0,3.00,Strong Perf.
323,171,75.0,98.0,16.0,3.00,Strong Perf.
238,128,75.0,98.0,16.0,3.00,Strong Perf.
170,94,75.0,98.0,16.0,3.00,Strong Perf.
118,67,75.0,98.0,16.0,3.00,Strong Perf.
79,47,75.0,98.0,16.0,3.00,Strong Perf.
52,32,75.0,98.0,16.0,3.00,Strong Perf.
33,22,75.0,98.0,16.0,3.00,Strong Perf.
20,14,75.0,98.0,16.0,3.00,Strong Perf.
11,7,75.0,98.0,16.0,3.00,Strong Perf.
4,3,75.0,98.0,16.0,3.00,Strong Perf.
0,-1,75.0,98.0,16.0,3.00,Strong Perf.
-4,-4,75.0,98.0,16.0,3.00,Strong Perf.
-8,-8,75.0,98.0,16.0,3.00,Strong Perf.
-11,-11,75.0,98.0,16.0,3.00,Strong Perf.
-15,-15,75.0,98.0,16.0,3.00,Strong Perf.
-18,-18,75.0,98.0,16.0,3.00,Strong Perf.
-21,-21,75.0,98.0,16.0,3.00,Strong Perf.
-25,-25,75.0,98.0,16.0,3.00,Strong Perf.
-28,-28,75.0,98.0,16.0,3.00,Strong Perf.
-31,-31,75.0,98.0,16.0,3.00,Strong Perf.
320,135,75.0,98.0,16.0,3.00,Strong Perf.
545,241,75.0,98.0,16.0,3.00,Strong Perf.
824,374,75.0,98.0,16.0,3.00,Strong Perf.
1116,512,75.0,98.0,16.0,3.00,Strong Perf.
1362,629,75.0,98.0,16.0,3.00,Strong Perf.
1506,697,75.0,98.0,16.0,3.00,Strong Perf.
1516,700,75.0,98.0,16.0,3.00,Strong Perf.
1385,635,75.0,98.0,16.0,3.00,Strong Perf.
1132,512,75.0,98.0,16.0,3.00,Strong Perf.
816,359,75.0,98.0,16.0,3.00,Strong Perf.
567,238,75.0,98.0,16.0,3.00,Strong Perf.
488,199,75.0,98.0,16.0,3.00,Strong Perf.
535,220,75.0,98.0,16.0,3.00,Strong Perf.
586,244,75.0,98.0,16.0,3.00,Strong Perf.
582,240,75.0,98.0,16.0,3.00,Strong Perf.
531,215,75.0,98.0,16.0,3.00,Strong Perf.
455,177,75.0,98.0,16.0,3.00,Strong Perf.
368,134,75.0,98.0,16.0,3.00,Strong Perf.
278,90,75.0,98.0,16.0,3.00,Strong Perf.
192,48,75.0,98.0,16.0,3.00,Strong Perf.
116,10,75.0,98.0,16.0,3.00,Strong Perf.
53,-20,75.0,98.0,16.0,3.00,Strong Perf.
4,-44,75.0,98.0,16.0,3.00,Strong Perf.
-31,-62,75.0,98.0,16.0,3.00,Strong Perf.
-56,-75,75.0,98.0,16.0,3.00,Strong Perf.
-72,-84,75.0,98.0,16.0,3.00,Strong Perf.
-83,-89,75.0,98.0,16.0,3.00,Strong Perf.
-90,-93,75.0,98.0,16.0,3.00,Strong Perf.
-94,-96,75.0,98.0,16.0,3.00,Strong Perf.
-96,-97,75.0,98.0,16.0,3.00,Strong Perf.
-98,-98,75.0,98.0,16.0,3.00,Strong Perf.
-99,-99,75.0,98.0,16.0,3.00,Strong Perf.
-100,-100,75.0,98.0,16.0,3.00,Strong Perf.
-100,-100,75.0,98.0,16.0,3.00,Strong Perf.
-100,-100,75.0,98.0,16.0,3.00,Strong Perf.
-100,-100,75.0,98.0,16.0,3.00,Strong Perf.
-100,-100,75.0,98.0,16.0,3.00,Strong Perf.
-100,-100,75.0,98.0,16.0,3.00,Strong Perf.
147,18,75.0,98.0,16.0,3.00,Strong Perf.
331,107,75.0,98.0,16.0,3.00,Strong Perf.
720,294,75.0,98.0,16.0,3.00,Strong Perf.
1012,434,75.0,98.0,16.0,3.00,Strong Perf.
1267,557,75.0,98.0,16.0,3.00,Strong Perf.
1431,636,75.0,98.0,16.0,3.00,Strong Perf.
1467,654,75.0,98.0,16.0,3.00,Strong Perf.
1365,606,75.0,98.0,16.0,3.00,Strong Perf.
1136,496,75.0,98.0,16.0,3.00,Strong Perf.
833,352,75.0,98.0,16.0,3.00,Strong Perf.
582,232,75.0,98.0,16.0,3.00,Strong Perf.
499,193,75.0,98.0,16.0,3.00,Strong Perf.
555,221,75.0,98.0,16.0,3.00,Strong Perf.
626,256,75.0,98.0,16.0,3.00,Strong Perf.
640,264,75.0,98.0,16.0,3.00,Strong Perf.
601,246,75.0,98.0,16.0,3.00,Strong Perf.
532,214,75.0,98.0,16.0,3.00,Strong Perf.
446,174,75.0,98.0,16.0,3.00,Strong Perf.
354,131,75.0,98.0,16.0,3.00,Strong Perf.
263,89,75.0,98.0,16.0,3.00,Strong Perf.
181,51,75.0,98.0,16.0,3.00,Strong Perf.
112,19,75.0,98.0,16.0,3.00,Strong Perf.
58,-5,75.0,98.0,16.0,3.00,Strong Perf.
18,-23,75.0,98.0,16.0,3.00,Strong Perf.
-8,-34,75.0,98.0,16.0,3.00,Strong Perf.
-26,-41,75.0,98.0,16.0,3.00,Strong Perf.
-35,-44,75.0,98.0,16.0,3.00,Strong Perf.
-40,-45,75.0,98.0,16.0,3.00,Strong Perf.
-41,-44,75.0,98.0,16.0,3.00,Strong Perf.
-40,-42,75.0,98.0,16.0,3.00,Strong Perf.
-38,-39,75.0,98.0,16.0,3.00,Strong Perf.
-36,-36,75.0,98.0,16.0,3.00,Strong Perf.
-33,-33,75.0,98.0,16.0,3.00,Strong Perf.
-29,-29,75.0,98.0,16.0,3.00,Strong Perf.
-26,-26,75.0,98.0,16.0,3.00,Strong Perf.
-22,-22,75.0,98.0,16.0,3.00,Strong Perf.
-19,-19,75.0,98.0,16.0,3.00,Strong Perf.
-15,-15,75.0,98.0,16.0,3.00,Strong Perf.
-12,-12,75.0,98.0,16.0,3.00,Strong Perf.
484,228,75.0,98.0,16.0,3.00,Strong Perf.
793,378,75.0,98.0,16.0,3.00,Strong Perf.
1170,561,75.0,98.0,16.0,3.00,Strong Perf.
1563,751,75.0,98.0,16.0,3.00,Strong Perf.
1899,914,75.0,98.0,16.0,3.00,Strong Perf.
2106,1016,75.0,98.0,16.0,3.00,Strong Perf.
2141,1035,75.0,98.0,16.0,3.00,Strong Perf.
1992,965,75.0,98.0,16.0,3.00,Strong Perf.
1677,815,76.0,98.0,16.0,3.00,Strong Perf.
1270,622,76.0,98.0,16.0,3.00,Strong Perf.
940,465,76.0,98.0,16.0,3.00,Strong Perf.
834,416,76.0,98.0,16.0,3.00,Strong Perf.
911,455,76.0,98.0,16.0,3.00,Strong Perf.
1007,503,76.0,98.0,16.0,3.00,Strong Perf.
1027,514,76.0,98.0,16.0,3.00,Strong Perf.
976,492,76.0,98.0,16.0,3.00,Strong Perf.
884,449,76.0,98.0,16.0,3.00,Strong Perf.
770,396,77.3,98.0,16.0,3.00,Strong Perf.
641,336,78.7,98.0,16.0,3.00,Strong Perf.
515,277,78.7,98.0,16.0,3.00,Strong Perf.
399,223,81.3,98.0,16.0,3.00,Strong Perf.
300,177,81.3,98.0,16.0,3.00,Strong Perf.
224,142,81.3,98.0,16.0,3.00,Strong Perf.
168,117,81.3,98.0,16.0,3.00,Strong Perf.
132,101,81.3,98.0,16.0,3.00,Strong Perf.
109,91,81.3,98.0,16.0,3.00,Strong Perf.
95,86,84.0,98.0,16.0,3.00,Strong Perf.
89,84,84.0,98.0,16.0,3.00,Strong Perf.
87,85,85.3,98.0,16.0,3.00,Strong Perf.
87,86,85.3,98.0,16.0,3.00,Strong Perf.
88,87,85.3,98.0,16.0,3.00,Strong Perf.
90,89,85.3,98.0,16.0,3.00,Strong Perf.
91,91,85.3,98.0,16.0,3.00,Strong Perf.
93,93,85.3,98.0,16.0,3.00,Strong Perf.
95,95,85.3,98.0,16.0,3.00,Strong Perf.
97,97,85.3,98.0,16.0,3.00,Strong Perf.
98,98,85.3,98.0,16.0,3.00,Strong Perf.
537,310,85.3,98.0,16.0,3.00,Strong Perf.
866,468,85.3,98.0,16.0,3.00,Strong Perf.
1298,676,85.3,98.0,16.0,3.00,Strong Perf.
1538,792,85.3,98.0,16.0,3.00,Strong Perf.
2213,1116,85.3,98.0,16.0,3.00,Strong Perf.
2495,1252,85.3,98.0,16.0,3.00,Strong Perf.
2557,1282,85.3,98.0,16.0,3.00,Strong Perf.
2363,1190,86.7,98.0,16.0,3.00,Strong Perf.
1928,981,86.7,98.0,16.0,3.00,Strong Perf.
1391,724,86.7,98.0,16.0,3.00,Strong Perf.
1039,554,88.0,98.0,16.0,3.00,Strong Perf.
1022,546,88.0,98.0,16.0,3.00,Strong Perf.
1142,604,88.0,98.0,16.0,3.00,Strong Perf.
1175,620,88.0,98.0,16.0,3.00,Strong Perf.
1103,585,88.0,98.0,16.0,3.00,Strong Perf.
972,522,88.0,98.0,16.0,3.00,Strong Perf.
817,447,88.0,98.0,16.0,3.00,Strong Perf.
656,369,88.0,98.0,16.0,3.00,Strong Perf.
505,297,89.3,98.0,16.0,3.00,Strong Perf.
377,235,89.3,98.0,16.0,3.00,Strong Perf.
278,186,89.3,98.0,16.0,3.00,Strong Perf.
205,151,92.0,98.0,16.0,3.00,Strong Perf.
158,127,92.0,98.0,16.0,3.00,Strong Perf.
128,112,92.0,98.0,16.0,3.00,Strong Perf.
111,103,92.0,98.0,16.0,3.00,Strong Perf.
101,98,92.0,98.0,16.0,3.00,Strong Perf.
95,94,92.0,98.0,16.0,3.00,Strong Perf.
92,91,92.0,98.0,16.0,3.00,Strong Perf.
89,89,92.0,98.0,16.0,3.00,Strong Perf.
86,86,92.0,98.0,16.0,3.00,Strong Perf.
84,84,92.0,98.0,16.0,3.00,Strong Perf.
82,82,92.0,98.0,16.0,3.00,Strong Perf.
79,79,92.0,98.0,16.0,3.00,Strong Perf.
76,76,92.0,98.0,16.0,3.00,Strong Perf.
487,272,92.0,98.0,16.0,3.00,Strong Perf.
839,439,92.0,98.0,16.0,3.00,Strong Perf.
1299,659,92.0,98.0,16.0,3.00,Strong Perf.
1772,884,92.0,98.0,16.0,3.00,Strong Perf.
2120,1050,92.0,98.0,16.0,3.00,Strong Perf.
2229,1101,92.0,98.0,16.0,3.00,Strong Perf.
2062,1019,92.0,98.0,16.0,3.00,Strong Perf.
1649,819,92.0,98.0,16.0,3.00,Strong Perf.
1138,572,92.0,98.0,16.0,3.00,Strong Perf.
831,423,92.0,98.0,16.0,3.00,Strong Perf.
842,426,92.0,98.0,16.0,3.00,Strong Perf.
935,469,92.0,98.0,16.0,3.00,Strong Perf.
927,463,92.0,98.0,16.0,3.00,Strong Perf.
833,416,92.0,98.0,16.0,3.00,Strong Perf.
699,350,92.0,98.0,16.0,3.00,Strong Perf.
551,277,92.0,98.0,16.0,3.00,Strong Perf.
408,206,92.0,98.0,16.0,3.00,Strong Perf.
283,144,92.0,98.0,16.0,3.00,Strong Perf.
184,95,92.0,98.0,16.0,3.00,Strong Perf.
112,58,92.0,98.0,16.0,3.00,Strong Perf.
63,33,92.0,98.0,16.0,3.00,Strong Perf.
32,16,92.0,98.0,16.0,3.00,Strong Perf.
12,5,92.0,98.0,16.0,3.00,Strong Perf.
1,-2,93.3,98.0,16.0,3.00,Strong Perf.
-6,-8,93.3,98.0,16.0,3.00,Strong Perf.
-12,-12,94.7,98.0,16.0,3.00,Strong Perf.
-16,-17,94.7,98.0,16.0,3.00,Strong Perf.
-20,-21,94.7,98.0,16.0,3.00,Strong Perf.
-24,-24,94.7,98.0,16.0,3.00,Strong Perf.
-28,-28,94.7,98.0,16.0,3.00,Strong Perf.
-32,-32,94.7,98.0,16.0,3.00,Strong Perf.
-35,-35,94.7,98.0,16.0,3.00,Strong Perf.
269,108,94.7,98.0,16.0,3.00,Strong Perf.
543,238,94.7,98.0,16.0,3.00,Strong Perf.
906,411,94.7,98.0,16.0,3.00,Strong Perf.
1279,588,94.7,98.0,16.0,3.00,Strong Perf.
1545,714,94.7,98.0,16.0,3.00,Strong Perf.
1612,744,94.7,98.0,16.0,3.00,Strong Perf.
1454,666,94.7,98.0,16.0,3.00,Strong Perf.
1103,496,94.7,98.0,16.0,3.00,Strong Perf.
708,305,94.7,98.0,16.0,3.00,Strong Perf.
520,213,94.7,98.0,16.0,3.00,Strong Perf.
564,233,94.7,98.0,16.0,3.00,Strong Perf.
623,260,94.7,98.0,16.0,3.00,Strong Perf.
594,244,94.7,98.0,16.0,3.00,Strong Perf.
506,201,94.7,98.0,16.0,3.00,Strong Perf.
395,146,94.7,98.0,16.0,3.00,Strong Perf.
278,88,94.7,98.0,16.0,3.00,Strong Perf.
170,35,94.7,98.0,16.0,3.00,Strong Perf.
80,-8,94.7,98.0,16.0,3.00,Strong Perf.
12,-42,94.7,98.0,16.0,3.00,Strong Perf.
-34,-66,94.7,98.0,16.0,3.00,Strong Perf.
-64,-81,94.7,98.0,16.0,3.00,Strong Perf.
-82,-91,94.7,98.0,16.0,3.00,Strong Perf.
-93,-96,94.7,98.0,16.0,3.00,Strong Perf.
-98,-100,94.7,98.0,16.0,3.00,Strong Perf.
-102,-103,94.7,98.0,16.0,3.00,Strong Perf.
-104,-104,94.7,98.0,16.0,3.00,Strong Perf.
-106,-106,94.7,98.0,16.0,3.00,Strong Perf.
-107,-107,94.7,98.0,16.0,3.00,Strong Perf.
-108,-108,94.7,98.0,16.0,3.00,Strong Perf.
-109,-109,94.7,98.0,16.0,3.00,Strong Perf.
-109,-109,94.7,98.0,16.0,3.00,Strong Perf.
-110,-110,94.7,98.0,16.0,3.00,Strong Perf.
337,104,94.7,98.0,16.0,3.00,Strong Perf.
663,260,94.7,98.0,16.0,3.00,Strong Perf.
1017,430,94.7,98.0,16.0,3.00,Strong Perf.
1284,558,94.7,98.0,16.0,3.00,Strong Perf.
1365,597,94.7,98.0,16.0,3.00,Strong Perf.
1225,530,94.7,98.0,16.0,3.00,Strong Perf.
897,373,94.7,98.0,16.0,3.00,Strong Perf.
548,206,94.7,98.0,16.0,3.00,Strong Perf.
430,149,94.7,98.0,16.0,3.00,Strong Perf.
506,186,94.7,98.0,16.0,3.00,Strong Perf.
550,208,94.7,98.0,16.0,3.00,Strong Perf.
505,187,94.7,98.0,16.0,3.00,Strong Perf.
415,144,94.7,98.0,16.0,3.00,Strong Perf.
306,93,94.7,98.0,16.0,3.00,Strong Perf.
197,41,94.7,98.0,16.0,3.00,Strong Perf.
101,-3,94.7,98.0,16.0,3.00,Strong Perf.
27,-38,94.7,98.0,16.0,3.00,Strong Perf.
-24,-62,94.7,98.0,16.0,3.00,Strong Perf.
-56,-76,94.7,98.0,16.0,3.00,Strong Perf.
-74,-84,94.7,98.0,16.0,3.00,Strong Perf.
-82,-87,94.7,98.0,16.0,3.00,Strong Perf.
-85,-87,94.7,98.0,16.0,3.00,Strong Perf.
-85,-85,94.7,98.0,16.0,3.00,Strong Perf.
-83,-83,94.7,98.0,16.0,3.00,Strong Perf.
-81,-81,94.7,98.0,16.0,3.00,Strong Perf.
-78,-78,94.7,98.0,16.0,3.00,Strong Perf.
-76,-76,94.7,98.0,16.0,3.00,Strong Perf.
-73,-73,94.7,98.0,16.0,3.00,Strong Perf.
-70,-70,94.7,98.0,16.0,3.00,Strong Perf.
252,86,94.7,98.0,16.0,3.00,Strong Perf.
562,236,94.7,98.0,16.0,3.00,Strong Perf.
972,435,94.7,98.0,16.0,3.00,Strong Perf.
1380,632,94.7,98.0,16.0,3.00,Strong Perf.
1646,762,94.7,98.0,16.0,3.00,Strong Perf.
1671,775,94.7,98.0,16.0,3.00,Strong Perf.
1435,664,94.7,98.0,16.0,3.00,Strong Perf.
1011,462,94.7,98.0,16.0,3.00,Strong Perf.
667,299,94.7,98.0,16.0,3.00,Strong Perf.
640,288,94.7,98.0,16.0,3.00,Strong Perf.
750,343,94.7,98.0,16.0,3.00,Strong Perf.
769,354,94.7,98.0,16.0,3.00,Strong Perf.
695,320,94.7,98.0,16.0,3.00,Strong Perf.
578,266,94.7,98.0,16.0,3.00,Strong Perf.
444,204,94.7,98.0,16.0,3.00,Strong Perf.
315,144,94.7,98.0,16.0,3.00,Strong Perf.
207,94,94.7,98.0,16.0,3.00,Strong Perf.
126,57,94.7,98.0,16.0,3.00,Strong Perf.
72,33,94.7,98.0,16.0,3.00,Strong Perf.
40,20,94.7,98.0,16.0,3.00,Strong Perf.
24,14,94.7,98.0,16.0,3.00,Strong Perf.
17,13,94.7,98.0,16.0,3.00,Strong Perf.
16,15,94.7,98.0,16.0,3.00,Strong Perf.
18,18,94.7,98.0,16.0,3.00,Strong Perf.
21,21,94.7,98.0,16.0,3.00,Strong Perf.
25,25,94.7,98.0,16.0,3.00,Strong Perf.
28,28,94.7,98.0,16.0,3.00,Strong Perf.
32,32,94.7,98.0,16.0,3.00,Strong Perf.
36,36,94.7,98.0,16.0,3.00,Strong Perf.
40,40,94.7,98.0,16.0,3.00,Strong Perf.
570,296,94.7,98.0,16.0,3.00,Strong Perf.
979,494,94.7,98.0,16.0,3.00,Strong Perf.
1474,734,94.7,98.0,16.0,3.00,Strong Perf.
1938,958,94.7,98.0,16.0,3.00,Strong Perf.
2229,1099,94.7,98.0,16.0,3.00,Strong Perf.
2253,1113,94.7,98.0,16.0,3.00,Strong Perf.
1993,990,94.7,98.0,16.0,3.00,Strong Perf.
1511,760,94.7,98.0,16.0,3.00,Strong Perf.
1046,538,94.7,98.0,16.0,3.00,Strong Perf.
899,469,94.7,98.0,16.0,3.00,Strong Perf.
1009,524,94.7,98.0,16.0,3.00,Strong Perf.
1089,564,94.7,98.0,16.0,3.00,Strong Perf.
1049,545,94.7,98.0,16.0,3.00,Strong Perf.
934,492,94.7,98.0,16.0,3.00,Strong Perf.
786,422,94.7,98.0,16.0,3.00,Strong Perf.
628,347,94.7,98.0,16.0,3.00,Strong Perf.
480,278,94.7,98.0,16.0,3.00,Strong Perf.
355,219,94.7,98.0,16.0,3.00,Strong Perf.
260,174,94.7,98.0,16.0,3.00,Strong Perf.
194,144,94.7,98.0,16.0,3.00,Strong Perf.
152,125,94.7,98.0,16.0,3.00,Strong Perf.
128,114,94.7,98.0,16.0,3.00,Strong Perf.
115,108,94.7,98.0,16.0,3.00,Strong Perf.
109,106,94.7,98.0,16.0,3.00,Strong Perf.
107,106,94.7,98.0,16.0,3.00,Strong Perf.
107,106,94.7,98.0,16.0,3.00,Strong Perf.
107,107,94.7,98.0,16.0,3.00,Strong Perf.
108,108,94.7,98.0,16.0,3.00,Strong Perf.
109,109,94.7,98.0,16.0,3.00,Strong Perf.
109,109,94.7,98.0,16.0,3.00,Strong Perf.
110,110,94.7,98.0,16.0,3.00,Strong Perf.
110,110,94.7,98.0,16.0,3.00,Strong Perf.
674,381,94.7,98.0,16.0,3.00,Strong Perf.
1100,585,94.7,98.0,16.0,3.00,Strong Perf.
1624,837,94.7,98.0,16.0,3.00,Strong Perf.
2132,1081,94.7,98.0,16.0,3.00,Strong Perf.
2480,1248,94.7,98.0,16.0,3.00,Strong Perf.
2560,1286,94.7,98.0,16.0,3.00,Strong Perf.
2345,1182,94.7,98.0,16.0,3.00,Strong Perf.
1872,955,94.7,98.0,16.0,3.00,Strong Perf.
1319,689,94.7,98.0,16.0,3.00,Strong Perf.
1011,541,94.7,98.0,16.0,3.00,Strong Perf.
1045,556,94.7,98.0,16.0,3.00,Strong Perf.
1158,610,94.7,98.0,16.0,3.00,Strong Perf.
1160,610,94.7,98.0,16.0,3.00,Strong Perf.
1062,563,94.7,98.0,16.0,3.00,Strong Perf.
916,492,94.7,98.0,16.0,3.00,Strong Perf.
751,412,94.7,98.0,16.0,3.00,Strong Perf.
587,332,94.7,98.0,16.0,3.00,Strong Perf.
441,261,94.7,98.0,16.0,3.00,Strong Perf.
322,203,94.7,98.0,16.0,3.00,Strong Perf.
233,159,94.7,98.0,16.0,3.00,Strong Perf.
171,128,94.7,98.0,16.0,3.00,Strong Perf.
131,107,94.7,98.0,16.0,3.00,Strong Perf.
107,94,94.7,98.0,16.0,3.00,Strong Perf.
92,86,94.7,98.0,16.0,3.00,Strong Perf.
83,80,94.7,98.0,16.0,3.00,Strong Perf.
77,76,94.7,98.0,16.0,3.00,Strong Perf.
73,73,94.7,98.0,16.0,3.00,Strong Perf.
69,69,94.7,98.0,16.0,3.00,Strong Perf.
66,66,94.7,98.0,16.0,3.00,Strong Perf.
63,63,94.7,98.0,16.0,3.00,Strong Perf.
60,60,94.7,98.0,16.0,3.00,Strong Perf.
56,56,94.7,98.0,16.0,3.00,Strong Perf.
53,53,94.7,98.0,16.0,3.00,Strong Perf.
523,277,94.7,98.0,16.0,3.00,Strong Perf.
899,455,94.7,98.0,16.0,3.00,Strong Perf.
1370,680,94.7,98.0,16.0,3.00,Strong Perf.
1828,898,94.7,98.0,16.0,3.00,Strong Perf.
2134,1043,94.7,98.0,16.0,3.00,Strong Perf.
2187,1066,94.7,98.0,16.0,3.00,Strong Perf.
1965,958,94.7,97.3,16.0,3.00,Strong Perf.
1513,782,94.7,97.3,16.0,3.00,Strong Perf.
1019,528,94.7,97.3,16.0,3.00,Strong Perf.
782,406,94.7,97.3,16.0,3.00,Strong Perf.
834,430,94.7,97.3,16.0,3.00,Strong Perf.
912,468,94.7,97.3,16.0,3.00,Strong Perf.
882,451,94.7,97.3,16.0,3.00,Strong Perf.
776,395,94.7,97.3,16.0,3.00,Strong Perf.
637,323,94.7,97.3,16.0,3.00,Strong Perf.
489,246,94.7,97.3,16.0,3.00,Strong Perf.
349,172,94.7,97.3,16.0,3.00,Strong Perf.
