IR_Raw,RED_Raw,HR_BPM,SpO2_%,RR_BPM,PI_%,Condition
847,405,20.0,98.0,16.0,3.00,Normal
862,410,20.0,98.0,16.0,3.00,Normal
863,409,20.0,98.0,16.0,3.00,Normal
0,0,75.0,98.0,16.0,3.00,Strong Perf.
1424,685,75.0,98.0,16.0,3.00,Strong Perf.
2223,1071,75.0,98.0,16.0,3.00,Strong Perf.
3171,1528,75.0,98.0,16.0,3.00,Strong Perf.
4138,1994,75.0,98.0,16.0,3.00,Strong Perf.
4952,2387,75.0,98.0,16.0,3.00,Strong Perf.
5451,2628,75.0,98.0,16.0,3.00,Strong Perf.
5538,2672,75.0,98.0,16.0,3.00,Strong Perf.
5185,2505,75.0,98.0,16.0,3.00,Strong Perf.
4425,2142,75.0,98.0,16.0,3.00,Strong Perf.
3415,1659,75.0,98.0,16.0,3.00,Strong Perf.
2526,1234,75.0,98.0,16.0,3.00,Strong Perf.
2140,1051,75.0,98.0,16.0,3.00,Strong Perf.
2259,1110,75.0,98.0,16.0,3.00,Strong Perf.
2521,1237,75.0,98.0,16.0,3.00,Strong Perf.
2634,1293,75.0,98.0,16.0,3.00,Strong Perf.
2555,1257,75.0,98.0,16.0,3.00,Strong Perf.
2352,1161,75.0,98.0,16.0,3.00,Strong Perf.
2080,1032,75.0,98.0,16.0,3.00,Strong Perf.
1772,886,75.0,98.0,16.0,3.00,Strong Perf.
1455,735,75.0,98.0,16.0,3.00,Strong Perf.
1153,592,75.0,98.0,16.0,3.00,Strong Perf.
884,464,75.0,98.0,16.0,3.00,Strong Perf.
659,358,75.0,98.0,16.0,3.00,Strong Perf.
481,274,75.0,98.0,16.0,3.00,Strong Perf.
349,211,75.0,98.0,16.0,3.00,Strong Perf.
254,168,75.0,98.0,16.0,3.00,Strong Perf.
191,138,75.0,98.0,16.0,3.00,Strong Perf.
151,120,75.0,98.0,16.0,3.00,Strong Perf.
127,110,75.0,98.0,16.0,3.00,Strong Perf.
114,105,75.0,98.0,16.0,3.00,Strong Perf.
107,102,75.0,98.0,16.0,3.00,Strong Perf.
104,102,75.0,98.0,16.0,3.00,Strong Perf.
103,102,75.0,98.0,16.0,3.00,Strong Perf.
104,103,75.0,98.0,16.0,3.00,Strong Perf.
105,104,75.0,98.0,16.0,3.00,Strong Perf.
106,106,75.0,98.0,16.0,3.00,Strong Perf.
107,107,75.0,98.0,16.0,3.00,Strong Perf.
108,108,75.0,98.0,16.0,3.00,Strong Perf.
108,108,75.0,98.0,16.0,3.00,Strong Perf.
109,109,75.0,98.0,16.0,3.00,Strong Perf.
109,109,75.0,98.0,16.0,3.00,Strong Perf.
1474,765,75.0,98.0,16.0,3.00,Strong Perf.
2319,1170,75.0,98.0,16.0,3.00,Strong Perf.
3378,1679,75.0,98.0,16.0,3.00,Strong Perf.
4532,2233,75.0,98.0,16.0,3.00,Strong Perf.
5592,2742,75.0,98.0,16.0,3.00,Strong Perf.
6353,3107,75.0,98.0,16.0,3.00,Strong Perf.
6661,3255,75.0,98.0,16.0,3.00,Strong Perf.
6456,3156,75.0,98.0,16.0,3.00,Strong Perf.
5751,2817,75.0,98.0,16.0,3.00,Strong Perf.
4647,2287,75.0,98.0,16.0,3.00,Strong Perf.
3449,1711,75.0,98.0,16.0,3.00,Strong Perf.
2641,1323,75.0,98.0,16.0,3.00,Strong Perf.
2483,1247,75.0,98.0,16.0,3.00,Strong Perf.
2722,1361,75.0,98.0,16.0,3.00,Strong Perf.
2930,1460,75.0,98.0,16.0,3.00,Strong Perf.
2921,1455,75.0,98.0,16.0,3.00,Strong Perf.
2733,1364,75.0,98.0,16.0,3.00,Strong Perf.
2447,1226,75.0,98.0,16.0,3.00,Strong Perf.
2109,1062,75.0,98.0,16.0,3.00,Strong Perf.
1751,890,75.0,98.0,16.0,3.00,Strong Perf.
1403,722,75.0,98.0,16.0,3.00,Strong Perf.
1085,568,75.0,98.0,16.0,3.00,Strong Perf.
813,436,75.0,98.0,16.0,3.00,Strong Perf.
592,329,75.0,98.0,16.0,3.00,Strong Perf.
423,246,75.0,98.0,16.0,3.00,Strong Perf.
299,186,75.0,98.0,16.0,3.00,Strong Perf.
213,143,75.0,98.0,16.0,3.00,Strong Perf.
155,113,75.0,98.0,16.0,3.00,Strong Perf.
118,94,75.0,98.0,16.0,3.00,Strong Perf.
94,81,75.0,98.0,16.0,3.00,Strong Perf.
79,72,75.0,98.0,16.0,3.00,Strong Perf.
69,66,75.0,98.0,16.0,3.00,Strong Perf.
63,61,75.0,98.0,16.0,3.00,Strong Perf.
58,57,75.0,98.0,16.0,3.00,Strong Perf.
54,53,75.0,98.0,16.0,3.00,Strong Perf.
50,50,75.0,98.0,16.0,3.00,Strong Perf.
48,48,75.0,98.0,16.0,3.00,Strong Perf.
45,44,75.0,98.0,16.0,3.00,Strong Perf.
41,41,75.0,98.0,16.0,3.00,Strong Perf.
37,37,75.0,98.0,16.0,3.00,Strong Perf.
34,34,75.0,98.0,16.0,3.00,Strong Perf.
30,30,75.0,98.0,16.0,3.00,Strong Perf.
1491,729,75.0,98.0,16.0,3.00,Strong Perf.
2305,1118,75.0,98.0,16.0,3.00,Strong Perf.
3261,1575,75.0,98.0,16.0,3.00,Strong Perf.
4217,2032,75.0,98.0,16.0,3.00,Strong Perf.
4991,2401,75.0,98.0,16.0,3.00,Strong Perf.
5421,2606,75.0,98.0,16.0,3.00,Strong Perf.
5419,2603,75.0,98.0,16.0,3.00,Strong Perf.
4977,2389,75.0,98.0,16.0,3.00,Strong Perf.
4150,1990,75.0,98.0,16.0,3.00,Strong Perf.
3114,1491,75.0,98.0,16.0,3.00,Strong Perf.
2243,1071,75.0,98.0,16.0,3.00,Strong Perf.
1883,896,75.0,98.0,16.0,3.00,Strong Perf.
1979,940,75.0,98.0,16.0,3.00,Strong Perf.
2171,1030,75.0,98.0,16.0,3.00,Strong Perf.
2209,1046,75.0,98.0,16.0,3.00,Strong Perf.
2084,984,75.0,98.0,16.0,3.00,Strong Perf.
1861,876,75.0,98.0,16.0,3.00,Strong Perf.
1591,744,75.0,98.0,16.0,3.00,Strong Perf.
1303,604,75.0,98.0,16.0,3.00,Strong Perf.
1020,466,75.0,98.0,16.0,3.00,Strong Perf.
760,340,75.0,98.0,16.0,3.00,Strong Perf.
536,231,75.0,98.0,16.0,3.00,Strong Perf.
355,142,75.0,98.0,16.0,3.00,Strong Perf.
216,73,75.0,98.0,16.0,3.00,Strong Perf.
114,23,75.0,98.0,16.0,3.00,Strong Perf.
43,-12,75.0,98.0,16.0,3.00,Strong Perf.
-3,-36,75.0,98.0,16.0,3.00,Strong Perf.
-34,-52,75.0,98.0,16.0,3.00,Strong Perf.
-53,-63,75.0,98.0,16.0,3.00,Strong Perf.
-65,-70,75.0,98.0,16.0,3.00,Strong Perf.
-69,-73,75.0,98.0,16.0,3.00,Strong Perf.
-76,-77,75.0,98.0,16.0,3.00,Strong Perf.
-80,-81,75.0,98.0,16.0,3.00,Strong Perf.
-83,-84,75.0,98.0,16.0,3.00,Strong Perf.
-86,-86,75.0,98.0,16.0,3.00,Strong Perf.
-88,-88,75.0,98.0,16.0,3.00,Strong Perf.
-90,-91,75.0,98.0,16.0,3.00,Strong Perf.
-92,-92,75.0,98.0,16.0,3.00,Strong Perf.
-94,-94,75.0,98.0,16.0,3.00,Strong Perf.
-96,-96,75.0,98.0,16.0,3.00,Strong Perf.
568,221,75.0,98.0,16.0,3.00,Strong Perf.
1044,449,75.0,98.0,16.0,3.00,Strong Perf.
1679,753,75.0,98.0,16.0,3.00,Strong Perf.
2410,1104,75.0,98.0,16.0,3.00,Strong Perf.
3120,1443,75.0,98.0,16.0,3.00,Strong Perf.
3661,1703,75.0,98.0,16.0,3.00,Strong Perf.
3917,1825,75.0,98.0,16.0,3.00,Strong Perf.
3833,1784,75.0,98.0,16.0,3.00,Strong Perf.
3412,1582,75.0,98.0,16.0,3.00,Strong Perf.
2718,1249,75.0,98.0,16.0,3.00,Strong Perf.
1946,878,75.0,98.0,16.0,3.00,Strong Perf.
1428,629,75.0,98.0,16.0,3.00,Strong Perf.
1340,587,75.0,98.0,16.0,3.00,Strong Perf.
1499,663,75.0,98.0,16.0,3.00,Strong Perf.
1616,720,75.0,98.0,16.0,3.00,Strong Perf.
1590,707,75.0,98.0,16.0,3.00,Strong Perf.
1457,644,75.0,98.0,16.0,3.00,Strong Perf.
1268,553,75.0,98.0,16.0,3.00,Strong Perf.
1052,450,75.0,98.0,16.0,3.00,Strong Perf.
829,343,75.0,98.0,16.0,3.00,Strong Perf.
617,242,75.0,98.0,16.0,3.00,Strong Perf.
430,153,75.0,98.0,16.0,3.00,Strong Perf.
275,79,75.0,98.0,16.0,3.00,Strong Perf.
154,22,75.0,98.0,16.0,3.00,Strong Perf.
65,-19,75.0,98.0,16.0,3.00,Strong Perf.
4,-48,75.0,98.0,16.0,3.00,Strong Perf.
-35,-66,75.0,98.0,16.0,3.00,Strong Perf.
-59,-77,75.0,98.0,16.0,3.00,Strong Perf.
-73,-82,75.0,98.0,16.0,3.00,Strong Perf.
-80,-85,75.0,98.0,16.0,3.00,Strong Perf.
-82,-85,75.0,98.0,16.0,3.00,Strong Perf.
-83,-84,75.0,98.0,16.0,3.00,Strong Perf.
-82,-82,75.0,98.0,16.0,3.00,Strong Perf.
-80,-80,75.0,98.0,16.0,3.00,Strong Perf.
-79,-79,75.0,98.0,16.0,3.00,Strong Perf.
-76,-76,75.0,98.0,16.0,3.00,Strong Perf.
-74,-74,75.0,98.0,16.0,3.00,Strong Perf.
-71,-71,75.0,98.0,16.0,3.00,Strong Perf.
-68,-68,75.0,98.0,16.0,3.00,Strong Perf.
-65,-65,75.0,98.0,16.0,3.00,Strong Perf.
698,302,75.0,98.0,16.0,3.00,Strong Perf.
1244,566,75.0,98.0,16.0,3.00,Strong Perf.
1965,914,75.0,98.0,16.0,3.00,Strong Perf.
2786,1309,75.0,98.0,16.0,3.00,Strong Perf.
3400,1606,20.0,98.0,16.0,3.00,Strong Perf.
3781,1790,20.0,98.0,16.0,3.00,Strong Perf.
4099,1945,20.0,98.0,16.0,3.00,Strong Perf.
4333,2059,20.0,98.0,16.0,3.00,Strong Perf.
4471,2127,20.0,98.0,16.0,3.00,Strong Perf.
4504,2145,20.0,98.0,16.0,3.00,Strong Perf.
4429,2110,28.0,98.0,16.0,3.00,Strong Perf.
4241,2022,49.3,98.0,16.0,3.00,Strong Perf.
3822,1823,64.0,98.0,16.0,3.00,Strong Perf.
3050,1454,80.0,98.0,16.0,3.00,Strong Perf.
2125,1012,92.0,98.0,16.0,3.00,Strong Perf.
1723,821,104.0,98.0,16.0,3.00,Strong Perf.
1991,951,118.7,98.0,16.0,3.00,Strong Perf.
2113,1012,136.0,98.0,16.0,3.00,Strong Perf.
1808,867,142.7,98.0,16.0,3.00,Strong Perf.
1311,631,145.3,98.0,16.0,3.00,Strong Perf.
813,393,145.3,98.0,16.0,3.00,Strong Perf.
432,213,145.3,98.0,16.0,3.00,Strong Perf.
202,104,145.3,98.0,16.0,3.00,Strong Perf.
88,51,145.3,98.0,16.0,3.00,Strong Perf.
43,32,145.3,98.0,16.0,3.00,Strong Perf.
35,28,145.3,98.0,16.0,3.00,Strong Perf.
29,28,145.3,98.0,16.0,3.00,Strong Perf.
30,30,145.3,98.0,16.0,3.00,Strong Perf.
33,33,145.3,98.0,16.0,3.00,Strong Perf.
36,36,145.3,98.0,16.0,3.00,Strong Perf.
39,39,145.3,98.0,16.0,3.00,Strong Perf.
1621,800,145.3,98.0,16.0,3.00,Strong Perf.
3344,1629,145.3,98.0,16.0,3.00,Strong Perf.
5043,2446,145.3,98.0,16.0,3.00,Strong Perf.
5624,2727,145.3,98.0,16.0,3.00,Strong Perf.
4637,2255,145.3,98.0,16.0,3.00,Strong Perf.
2751,1351,145.3,98.0,16.0,3.00,Strong Perf.
2164,1070,145.3,98.0,16.0,3.00,Strong Perf.
2573,1268,145.3,98.0,16.0,3.00,Strong Perf.
2430,1201,145.3,98.0,16.0,3.00,Strong Perf.
1926,960,145.3,98.0,16.0,3.00,Strong Perf.
1333,677,145.3,98.0,16.0,3.00,Strong Perf.
812,428,145.3,98.0,16.0,3.00,Strong Perf.
448,255,145.3,98.0,16.0,3.00,Strong Perf.
240,156,145.3,98.0,16.0,3.00,Strong Perf.
141,110,145.3,98.0,16.0,3.00,Strong Perf.
102,92,145.3,98.0,16.0,3.00,Strong Perf.
90,87,145.3,98.0,16.0,3.00,Strong Perf.
88,87,145.3,98.0,16.0,3.00,Strong Perf.
89,89,145.3,98.0,16.0,3.00,Strong Perf.
90,90,145.3,98.0,16.0,3.00,Strong Perf.
92,92,145.3,98.0,16.0,3.00,Strong Perf.
1251,649,145.3,98.0,16.0,3.00,Strong Perf.
2893,1438,145.3,98.0,16.0,3.00,Strong Perf.
4981,2441,145.3,98.0,16.0,3.00,Strong Perf.
6333,3090,145.3,98.0,16.0,3.00,Strong Perf.
6018,2939,145.3,98.0,16.0,3.00,Strong Perf.
4121,2029,145.3,98.0,16.0,3.00,Strong Perf.
2487,1245,145.3,98.0,16.0,3.00,Strong Perf.
2721,1358,145.3,98.0,16.0,3.00,Strong Perf.
2889,1439,145.3,98.0,16.0,3.00,Strong Perf.
2455,1231,145.3,98.0,16.0,3.00,Strong Perf.
1811,921,145.3,98.0,16.0,3.00,Strong Perf.
1173,615,145.3,98.0,16.0,3.00,Strong Perf.
680,379,145.3,98.0,16.0,3.00,Strong Perf.
370,229,145.3,98.0,16.0,3.00,Strong Perf.
208,152,145.3,98.0,16.0,3.00,Strong Perf.
137,117,145.3,98.0,16.0,3.00,Strong Perf.
110,104,145.3,98.0,16.0,3.00,Strong Perf.
101,100,145.3,98.0,16.0,3.00,Strong Perf.
98,98,145.3,98.0,16.0,3.00,Strong Perf.
97,97,145.3,98.0,16.0,3.00,Strong Perf.
96,96,145.3,98.0,16.0,3.00,Strong Perf.
94,94,145.3,98.0,16.0,3.00,Strong Perf.
2033,1024,145.3,98.0,16.0,3.00,Strong Perf.
4063,1998,145.3,98.0,16.0,3.00,Strong Perf.
6004,2929,145.3,98.0,16.0,3.00,Strong Perf.
6528,3180,145.3,98.0,16.0,3.00,Strong Perf.
6220,3031,145.3,98.0,16.0,3.00,Strong Perf.
4285,2101,145.3,98.0,16.0,3.00,Strong Perf.
2544,1265,145.3,98.0,16.0,3.00,Strong Perf.
2722,1349,145.3,98.0,16.0,3.00,Strong Perf.
2907,1437,145.3,98.0,16.0,3.00,Strong Perf.
2475,1229,145.3,98.0,16.0,3.00,Strong Perf.
1823,915,145.3,98.0,16.0,3.00,Strong Perf.
1176,603,145.3,98.0,16.0,3.00,Strong Perf.
671,359,145.3,98.0,16.0,3.00,Strong Perf.
350,204,145.3,98.0,16.0,3.00,Strong Perf.
180,121,145.3,98.0,16.0,3.00,Strong Perf.
103,83,145.3,98.0,16.0,3.00,Strong Perf.
73,67,145.3,98.0,16.0,3.00,Strong Perf.
62,60,145.3,98.0,16.0,3.00,Strong Perf.
56,56,145.3,98.0,16.0,3.00,Strong Perf.
53,53,145.3,98.0,16.0,3.00,Strong Perf.
50,50,145.3,98.0,16.0,3.00,Strong Perf.
47,47,145.3,98.0,16.0,3.00,Strong Perf.
1704,841,145.3,98.0,16.0,3.00,Strong Perf.
3505,1704,145.3,98.0,16.0,3.00,Strong Perf.
5357,2591,145.3,98.0,16.0,3.00,Strong Perf.
6134,2962,145.3,98.0,16.0,3.00,Strong Perf.
5298,2559,145.3,98.0,16.0,3.00,Strong Perf.
3300,1598,145.3,98.0,16.0,3.00,Strong Perf.
2197,1067,145.3,98.0,16.0,3.00,Strong Perf.
2545,1233,145.3,98.0,16.0,3.00,Strong Perf.
2540,1229,145.3,98.0,16.0,3.00,Strong Perf.
2077,1005,145.3,98.0,16.0,3.00,Strong Perf.
1477,715,145.3,98.0,16.0,3.00,Strong Perf.
914,443,145.3,98.0,16.0,3.00,Strong Perf.
682,331,145.3,98.0,16.0,3.00,Strong Perf.
340,165,145.3,98.0,16.0,3.00,Strong Perf.
146,70,145.3,98.0,16.0,3.00,Strong Perf.
51,23,145.3,98.0,16.0,3.00,Strong Perf.
11,2,145.3,98.0,16.0,3.00,Strong Perf.
-4,-7,145.3,98.0,16.0,3.00,Strong Perf.
-11,-12,145.3,98.0,16.0,3.00,Strong Perf.
-16,-16,145.3,98.0,16.0,3.00,Strong Perf.
-19,-19,145.3,98.0,16.0,3.00,Strong Perf.
-22,-22,145.3,98.0,16.0,3.00,Strong Perf.
-25,-25,145.3,98.0,16.0,3.00,Strong Perf.
2083,984,145.3,98.0,16.0,3.00,Strong Perf.
3854,1833,145.3,98.0,16.0,3.00,Strong Perf.
5075,2417,145.3,98.0,16.0,3.00,Strong Perf.
4855,2310,145.3,98.0,16.0,3.00,Strong Perf.
3250,1538,145.3,98.0,16.0,3.00,Strong Perf.
1856,868,145.3,98.0,16.0,3.00,Strong Perf.
