IR_Raw,RED_Raw,HR_BPM,SpO2_%,RR_BPM,PI_%,Condition
668,321,75.0,98.0,16.0,3.00,Normal
605,292,75.0,98.0,16.0,3.00,Normal
523,255,75.0,98.0,16.0,3.00,Normal
433,213,75.0,98.0,16.0,3.00,Normal
343,171,75.0,98.0,16.0,3.00,Normal
261,133,75.0,98.0,16.0,3.00,Normal
192,101,75.0,98.0,16.0,3.00,Normal
163,88,75.0,98.0,16.0,3.00,Normal
116,67,75.0,98.0,16.0,3.00,Normal
83,53,75.0,98.0,16.0,3.00,Normal
62,44,75.0,98.0,16.0,3.00,Normal
50,40,75.0,98.0,16.0,3.00,Normal
43,38,75.0,98.0,16.0,3.00,Normal
41,38,75.0,98.0,16.0,3.00,Normal
40,39,75.0,98.0,16.0,3.00,Normal
42,41,75.0,98.0,16.0,3.00,Normal
43,43,75.0,98.0,16.0,3.00,Normal
45,45,75.0,98.0,16.0,3.00,Normal
47,47,75.0,98.0,16.0,3.00,Normal
50,50,75.0,98.0,16.0,3.00,Normal
52,52,75.0,98.0,16.0,3.00,Normal
54,54,75.0,98.0,16.0,3.00,Normal
56,56,75.0,98.0,16.0,3.00,Normal
58,58,75.0,98.0,16.0,3.00,Normal
933,479,75.0,98.0,16.0,3.00,Normal
1160,588,75.0,98.0,16.0,3.00,Normal
1691,844,75.0,98.0,16.0,3.00,Normal
2265,1120,75.0,98.0,16.0,3.00,Normal
2782,1369,75.0,98.0,16.0,3.00,Normal
3135,1539,75.0,98.0,16.0,3.00,Normal
3245,1593,75.0,98.0,16.0,3.00,Normal
3085,1517,75.0,98.0,16.0,3.00,Normal
2678,1322,75.0,98.0,16.0,3.00,Normal
2092,1042,75.0,98.0,16.0,3.00,Normal
1487,752,75.0,98.0,16.0,3.00,Normal
1073,554,75.0,98.0,16.0,3.00,Normal
942,491,75.0,98.0,16.0,3.00,Normal
981,510,75.0,98.0,16.0,3.00,Normal
1023,531,75.0,98.0,16.0,3.00,Normal
1003,521,75.0,98.0,16.0,3.00,Normal
933,488,75.0,98.0,16.0,3.00,Normal
837,442,75.0,98.0,16.0,3.00,Normal
726,389,75.0,98.0,16.0,3.00,Normal
611,334,75.0,98.0,16.0,3.00,Normal
498,280,75.0,98.0,16.0,3.00,Normal
396,231,75.0,98.0,16.0,3.00,Normal
309,189,75.0,98.0,16.0,3.00,Normal
239,155,75.0,98.0,16.0,3.00,Normal
185,129,75.0,98.0,16.0,3.00,Normal
146,110,75.0,98.0,16.0,3.00,Normal
131,103,75.0,98.0,16.0,3.00,Normal
109,92,75.0,98.0,16.0,3.00,Normal
95,85,75.0,98.0,16.0,3.00,Normal
86,80,75.0,98.0,16.0,3.00,Normal
80,77,75.0,98.0,16.0,3.00,Normal
77,75,75.0,98.0,16.0,3.00,Normal
74,74,75.0,98.0,16.0,3.00,Normal
73,72,75.0,98.0,16.0,3.00,Normal
71,71,75.0,98.0,16.0,3.00,Normal
70,70,75.0,98.0,16.0,3.00,Normal
69,69,75.0,98.0,16.0,3.00,Normal
67,67,75.0,98.0,16.0,3.00,Normal
66,66,75.0,98.0,16.0,3.00,Normal
64,64,75.0,98.0,16.0,3.00,Normal
63,63,75.0,98.0,16.0,3.00,Normal
662,349,75.0,98.0,16.0,3.00,Normal
1030,525,75.0,98.0,16.0,3.00,Normal
1503,751,75.0,98.0,16.0,3.00,Normal
1766,877,75.0,98.0,16.0,3.00,Normal
2305,1135,75.0,98.0,16.0,3.00,Normal
2785,1365,75.0,98.0,16.0,3.00,Normal
3114,1522,75.0,98.0,16.0,3.00,Normal
3227,1575,75.0,98.0,16.0,3.00,Normal
3100,1512,75.0,98.0,16.0,3.00,Normal
2748,1342,75.0,98.0,16.0,3.00,Normal
2223,1089,75.0,98.0,16.0,3.00,Normal
1632,805,75.0,98.0,16.0,3.00,Normal
1145,570,75.0,98.0,16.0,3.00,Normal
895,448,75.0,98.0,16.0,3.00,Normal
858,430,75.0,98.0,16.0,3.00,Normal
898,448,75.0,98.0,16.0,3.00,Normal
907,451,75.0,98.0,16.0,3.00,Normal
864,429,75.0,98.0,16.0,3.00,Normal
787,391,75.0,98.0,16.0,3.00,Normal
692,344,75.0,98.0,16.0,3.00,Normal
589,293,75.0,98.0,16.0,3.00,Normal
485,242,75.0,98.0,16.0,3.00,Normal
385,193,75.0,98.0,16.0,3.00,Normal
295,148,75.0,98.0,16.0,3.00,Normal
218,110,75.0,98.0,16.0,3.00,Normal
185,93,75.0,98.0,16.0,3.00,Normal
129,65,75.0,98.0,16.0,3.00,Normal
86,43,75.0,98.0,16.0,3.00,Normal
54,27,75.0,98.0,16.0,3.00,Normal
32,15,75.0,98.0,16.0,3.00,Normal
16,6,75.0,98.0,16.0,3.00,Normal
6,0,75.0,98.0,16.0,3.00,Normal
-1,-4,75.0,98.0,16.0,3.00,Normal
-6,-8,75.0,98.0,16.0,3.00,Normal
-10,-11,75.0,98.0,16.0,3.00,Normal
-13,-14,75.0,98.0,16.0,3.00,Normal
-16,-16,75.0,98.0,16.0,3.00,Normal
-18,-18,75.0,98.0,16.0,3.00,Normal
-21,-21,75.0,98.0,16.0,3.00,Normal
-22,-22,75.0,98.0,16.0,3.00,Normal
-24,-24,75.0,98.0,16.0,3.00,Normal
-26,-26,75.0,98.0,16.0,3.00,Normal
-28,-28,75.0,98.0,16.0,3.00,Normal
-30,-30,75.0,98.0,16.0,3.00,Normal
-32,-32,75.0,98.0,16.0,3.00,Normal
577,258,75.0,98.0,16.0,3.00,Normal
953,438,75.0,98.0,16.0,3.00,Normal
1415,659,75.0,98.0,16.0,3.00,Normal
1899,890,75.0,98.0,16.0,3.00,Normal
2308,1086,75.0,98.0,16.0,3.00,Normal
2551,1202,75.0,98.0,16.0,3.00,Normal
2570,1210,75.0,98.0,16.0,3.00,Normal
2358,1107,75.0,98.0,16.0,3.00,Normal
1949,910,75.0,98.0,16.0,3.00,Normal
1426,658,75.0,98.0,16.0,3.00,Normal
942,425,75.0,98.0,16.0,3.00,Normal
662,290,75.0,98.0,16.0,3.00,Normal
604,261,75.0,98.0,16.0,3.00,Normal
634,275,75.0,98.0,16.0,3.00,Normal
640,277,75.0,98.0,16.0,3.00,Normal
597,257,75.0,98.0,16.0,3.00,Normal
527,222,75.0,98.0,16.0,3.00,Normal
443,181,75.0,98.0,16.0,3.00,Normal
354,138,75.0,98.0,16.0,3.00,Normal
266,96,75.0,98.0,16.0,3.00,Normal
225,76,75.0,98.0,16.0,3.00,Normal
150,40,75.0,98.0,16.0,3.00,Normal
88,9,75.0,98.0,16.0,3.00,Normal
39,-13,75.0,98.0,16.0,3.00,Normal
3,-31,75.0,98.0,16.0,3.00,Normal
-22,-44,75.0,98.0,16.0,3.00,Normal
-39,-52,75.0,98.0,16.0,3.00,Normal
-50,-57,75.0,98.0,16.0,3.00,Normal
-56,-60,75.0,98.0,16.0,3.00,Normal
-60,-62,75.0,98.0,16.0,3.00,Normal
-62,-63,75.0,98.0,16.0,3.00,Normal
-63,-64,75.0,98.0,16.0,3.00,Normal
-63,-64,75.0,98.0,16.0,3.00,Normal
-63,-64,75.0,98.0,16.0,3.00,Normal
-63,-63,75.0,98.0,16.0,3.00,Normal
-63,-63,75.0,98.0,16.0,3.00,Normal
-63,-63,75.0,98.0,16.0,3.00,Normal
-62,-62,75.0,98.0,16.0,3.00,Normal
-62,-62,75.0,98.0,16.0,3.00,Normal
-61,-61,75.0,98.0,16.0,3.00,Normal
-60,-60,75.0,98.0,16.0,3.00,Normal
451,185,75.0,98.0,16.0,3.00,Normal
762,335,75.0,98.0,16.0,3.00,Normal
1133,513,75.0,98.0,16.0,3.00,Normal
1502,691,75.0,98.0,16.0,3.00,Normal
1789,829,75.0,98.0,16.0,3.00,Normal
1922,894,75.0,98.0,16.0,3.00,Normal
1870,869,75.0,98.0,16.0,3.00,Normal
1638,758,75.0,98.0,16.0,3.00,Normal
1269,582,75.0,98.0,16.0,3.00,Normal
863,388,75.0,98.0,16.0,3.00,Normal
572,248,75.0,98.0,16.0,3.00,Normal
476,203,75.0,98.0,16.0,3.00,Normal
499,215,75.0,98.0,16.0,3.00,Normal
523,227,75.0,98.0,16.0,3.00,Normal
519,225,75.0,98.0,16.0,3.00,Normal
483,209,75.0,98.0,16.0,3.00,Normal
426,183,75.0,98.0,16.0,3.00,Normal
359,151,75.0,98.0,16.0,3.00,Normal
287,117,75.0,98.0,16.0,3.00,Normal
217,85,75.0,98.0,16.0,3.00,Normal
154,55,75.0,98.0,16.0,3.00,Normal
101,31,75.0,98.0,16.0,3.00,Normal
59,12,75.0,98.0,16.0,3.00,Normal
29,-1,75.0,98.0,16.0,3.00,Normal
8,-10,75.0,98.0,16.0,3.00,Normal
-4,-15,75.0,98.0,16.0,3.00,Normal
-12,-18,75.0,98.0,16.0,3.00,Normal
-15,-19,75.0,98.0,16.0,3.00,Normal
-17,-18,75.0,98.0,16.0,3.00,Normal
-17,-18,75.0,98.0,16.0,3.00,Normal
-16,-17,75.0,98.0,16.0,3.00,Normal
-15,-15,75.0,98.0,16.0,3.00,Normal
-13,-13,75.0,98.0,16.0,3.00,Normal
-11,-11,75.0,98.0,16.0,3.00,Normal
-9,-9,75.0,98.0,16.0,3.00,Normal
-8,-8,75.0,98.0,16.0,3.00,Normal
-6,-6,75.0,98.0,16.0,3.00,Normal
-4,-4,75.0,98.0,16.0,3.00,Normal
-2,-2,75.0,98.0,16.0,3.00,Normal
454,217,75.0,98.0,16.0,3.00,Normal
774,372,75.0,98.0,16.0,3.00,Normal
1186,571,75.0,98.0,16.0,3.00,Normal
1635,787,75.0,98.0,16.0,3.00,Normal
1846,889,75.0,98.0,16.0,3.00,Normal
2179,1050,75.0,98.0,16.0,3.00,Normal
2328,1122,75.0,98.0,16.0,3.00,Normal
2254,1087,75.0,98.0,16.0,3.00,Normal
1965,950,75.0,98.0,16.0,3.00,Normal
1517,736,75.0,98.0,16.0,3.00,Normal
1045,510,75.0,98.0,16.0,3.00,Normal
736,363,75.0,98.0,16.0,3.00,Normal
662,328,75.0,98.0,16.0,3.00,Normal
705,349,75.0,98.0,16.0,3.00,Normal
729,362,75.0,98.0,16.0,3.00,Normal
700,349,75.0,98.0,16.0,3.00,Normal
637,319,75.0,98.0,16.0,3.00,Normal
556,281,75.0,98.0,16.0,3.00,Normal
466,239,75.0,98.0,16.0,3.00,Normal
421,217,75.0,98.0,16.0,3.00,Normal
333,176,75.0,98.0,16.0,3.00,Normal
255,139,75.0,98.0,16.0,3.00,Normal
190,109,75.0,98.0,16.0,3.00,Normal
140,85,75.0,98.0,16.0,3.00,Normal
103,68,75.0,98.0,16.0,3.00,Normal
78,57,75.0,98.0,16.0,3.00,Normal
62,50,75.0,98.0,16.0,3.00,Normal
52,46,75.0,98.0,16.0,3.00,Normal
47,44,75.0,98.0,16.0,3.00,Normal
45,43,75.0,98.0,16.0,3.00,Normal
44,43,75.0,98.0,16.0,3.00,Normal
44,43,75.0,98.0,16.0,3.00,Normal
44,44,75.0,98.0,16.0,3.00,Normal
44,44,75.0,98.0,16.0,3.00,Normal
45,45,75.0,98.0,16.0,3.00,Normal
46,46,75.0,98.0,16.0,3.00,Normal
46,46,75.0,98.0,16.0,3.00,Normal
47,47,75.0,98.0,16.0,3.00,Normal
47,47,75.0,98.0,16.0,3.00,Normal
48,48,75.0,98.0,16.0,3.00,Normal
870,443,75.0,98.0,16.0,3.00,Normal
1334,665,75.0,98.0,16.0,3.00,Normal
1892,934,75.0,98.0,16.0,3.00,Normal
2476,1214,75.0,98.0,16.0,3.00,Normal
2987,1460,75.0,98.0,16.0,3.00,Normal
3323,1621,75.0,98.0,16.0,3.00,Normal
3401,1658,75.0,98.0,16.0,3.00,Normal
3358,1638,75.0,98.0,16.0,3.00,Normal
3055,1492,75.0,98.0,16.0,3.00,Normal
2534,1242,75.0,98.0,16.0,3.00,Normal
1899,937,75.0,98.0,16.0,3.00,Normal
1333,666,75.0,98.0,16.0,3.00,Normal
1015,513,75.0,98.0,16.0,3.00,Normal
956,485,75.0,98.0,16.0,3.00,Normal
1007,509,75.0,98.0,16.0,3.00,Normal
1032,520,75.0,98.0,16.0,3.00,Normal
994,502,75.0,98.0,16.0,3.00,Normal
915,464,75.0,98.0,16.0,3.00,Normal
813,415,75.0,98.0,16.0,3.00,Normal
700,360,75.0,98.0,16.0,3.00,Normal
641,332,75.0,98.0,16.0,3.00,Normal
525,276,75.0,98.0,16.0,3.00,Normal
417,224,75.0,98.0,16.0,3.00,Normal
322,178,75.0,98.0,16.0,3.00,Normal
243,139,75.0,98.0,16.0,3.00,Normal
181,109,75.0,98.0,16.0,3.00,Normal
134,86,75.0,98.0,16.0,3.00,Normal
100,69,75.0,98.0,16.0,3.00,Normal
76,58,75.0,98.0,16.0,3.00,Normal
61,50,75.0,98.0,16.0,3.00,Normal
51,44,75.0,98.0,16.0,3.00,Normal
44,41,75.0,98.0,16.0,3.00,Normal
40,38,75.0,98.0,16.0,3.00,Normal
37,36,75.0,98.0,16.0,3.00,Normal
36,36,75.0,98.0,16.0,3.00,Normal
34,34,75.0,98.0,16.0,3.00,Normal
33,33,75.0,98.0,16.0,3.00,Normal
32,32,75.0,98.0,16.0,3.00,Normal
30,30,75.0,98.0,16.0,3.00,Normal
29,29,75.0,98.0,16.0,3.00,Normal
28,28,75.0,98.0,16.0,3.00,Normal
27,27,75.0,98.0,16.0,3.00,Normal
25,25,75.0,98.0,16.0,3.00,Normal
571,287,75.0,98.0,16.0,3.00,Normal
936,461,75.0,98.0,16.0,3.00,Normal
1416,691,75.0,98.0,16.0,3.00,Normal
1967,954,75.0,98.0,16.0,3.00,Normal
2504,1212,75.0,98.0,16.0,3.00,Normal
2924,1413,75.0,98.0,16.0,3.00,Normal
3060,1478,75.0,98.0,16.0,3.00,Normal
3147,1519,75.0,98.0,16.0,3.00,Normal
2976,1436,75.0,98.0,16.0,3.00,Normal
2572,1241,75.0,98.0,16.0,3.00,Normal
2002,967,75.0,98.0,16.0,3.00,Normal
1406,680,75.0,98.0,16.0,3.00,Normal
975,473,75.0,98.0,16.0,3.00,Normal
809,392,75.0,98.0,16.0,3.00,Normal
820,397,75.0,98.0,16.0,3.00,Normal
853,412,75.0,98.0,16.0,3.00,Normal
833,402,75.0,98.0,16.0,3.00,Normal
768,370,75.0,98.0,16.0,3.00,Normal
679,326,75.0,98.0,16.0,3.00,Normal
578,277,75.0,98.0,16.0,3.00,Normal
473,226,75.0,98.0,16.0,3.00,Normal
422,201,75.0,98.0,16.0,3.00,Normal
324,154,75.0,98.0,16.0,3.00,Normal
239,112,75.0,98.0,16.0,3.00,Normal
168,77,75.0,98.0,16.0,3.00,Normal
111,49,75.0,98.0,16.0,3.00,Normal
69,28,75.0,98.0,16.0,3.00,Normal
39,13,75.0,98.0,16.0,3.00,Normal
18,2,75.0,98.0,16.0,3.00,Normal
4,-4,75.0,98.0,16.0,3.00,Normal
-4,-9,75.0,98.0,16.0,3.00,Normal
-9,-12,75.0,98.0,16.0,3.00,Normal
-13,-15,75.0,98.0,16.0,3.00,Normal
-16,-16,75.0,98.0,16.0,3.00,Normal
-17,-18,75.0,98.0,16.0,3.00,Normal
-19,-19,75.0,98.0,16.0,3.00,Normal
-20,-20,75.0,98.0,16.0,3.00,Normal
-21,-21,75.0,98.0,16.0,3.00,Normal
-22,-22,75.0,98.0,16.0,3.00,Normal
-23,-23,75.0,98.0,16.0,3.00,Normal
-24,-24,75.0,98.0,16.0,3.00,Normal
-25,-25,75.0,98.0,16.0,3.00,Normal
-26,-26,75.0,98.0,16.0,3.00,Normal
427,191,75.0,98.0,16.0,3.00,Normal
732,337,75.0,98.0,16.0,3.00,Normal
1124,524,75.0,98.0,16.0,3.00,Normal
1555,731,75.0,98.0,16.0,3.00,Normal
1947,918,75.0,98.0,16.0,3.00,Normal
2211,1045,75.0,98.0,16.0,3.00,Normal
2286,1080,75.0,98.0,16.0,3.00,Normal
2151,1016,75.0,98.0,16.0,3.00,Normal
1831,861,75.0,98.0,16.0,3.00,Normal
1383,646,75.0,98.0,16.0,3.00,Normal
932,429,75.0,98.0,16.0,3.00,Normal
635,286,75.0,98.0,16.0,3.00,Normal
547,244,75.0,98.0,16.0,3.00,Normal
570,255,75.0,98.0,16.0,3.00,Normal
585,262,75.0,98.0,16.0,3.00,Normal
556,248,75.0,98.0,16.0,3.00,Normal
498,220,75.0,98.0,16.0,3.00,Normal
426,185,75.0,98.0,16.0,3.00,Normal
348,147,75.0,98.0,16.0,3.00,Normal
269,109,75.0,98.0,16.0,3.00,Normal
196,74,75.0,98.0,16.0,3.00,Normal
163,58,75.0,98.0,16.0,3.00,Normal
105,30,75.0,98.0,16.0,3.00,Normal
60,8,75.0,98.0,16.0,3.00,Normal
25,-7,75.0,98.0,16.0,3.00,Normal
1,-19,75.0,98.0,16.0,3.00,Normal
-14,-27,75.0,98.0,16.0,3.00,Normal
-25,-32,75.0,98.0,16.0,3.00,Normal
-31,-35,75.0,98.0,16.0,3.00,Normal
-35,-37,75.0,98.0,16.0,3.00,Normal
-36,-37,75.0,98.0,16.0,3.00,Normal
-37,-38,75.0,98.0,16.0,3.00,Normal
-38,-38,75.0,98.0,16.0,3.00,Normal
-38,-38,75.0,98.0,16.0,3.00,Normal
-38,-38,75.0,98.0,16.0,3.00,Normal
-37,-37,75.0,98.0,16.0,3.00,Normal
-37,-37,75.0,98.0,16.0,3.00,Normal
-37,-37,75.0,98.0,16.0,3.00,Normal
-37,-37,75.0,98.0,16.0,3.00,Normal
-36,-36,75.0,98.0,16.0,3.00,Normal
338,143,75.0,98.0,16.0,3.00,Normal
458,201,75.0,98.0,16.0,3.00,Normal
759,346,75.0,98.0,16.0,3.00,Normal
1122,520,75.0,98.0,16.0,3.00,Normal
1491,698,75.0,98.0,16.0,3.00,Normal
1789,841,75.0,98.0,16.0,3.00,Normal
1946,916,75.0,98.0,16.0,3.00,Normal
1923,906,75.0,98.0,16.0,3.00,Normal
1722,809,75.0,98.0,16.0,3.00,Normal
1375,643,75.0,98.0,16.0,3.00,Normal
968,448,75.0,98.0,16.0,3.00,Normal
647,295,75.0,98.0,16.0,3.00,Normal
516,232,75.0,98.0,16.0,3.00,Normal
527,238,75.0,98.0,16.0,3.00,Normal
547,247,75.0,98.0,16.0,3.00,Normal
562,255,75.0,98.0,16.0,3.00,Normal
535,242,75.0,98.0,16.0,3.00,Normal
482,217,75.0,98.0,16.0,3.00,Normal
415,186,75.0,98.0,16.0,3.00,Normal
342,151,75.0,98.0,16.0,3.00,Normal
268,116,75.0,98.0,16.0,3.00,Normal
199,84,75.0,98.0,16.0,3.00,Normal
140,56,75.0,98.0,16.0,3.00,Normal
91,33,75.0,98.0,16.0,3.00,Normal
55,16,75.0,98.0,16.0,3.00,Normal
28,3,75.0,98.0,16.0,3.00,Normal
10,-4,75.0,98.0,16.0,3.00,Normal
0,-8,75.0,98.0,16.0,3.00,Normal
-6,-11,75.0,98.0,16.0,3.00,Normal
-8,-12,75.0,98.0,16.0,3.00,Normal
-10,-12,75.0,98.0,16.0,3.00,Normal
-11,-12,75.0,98.0,16.0,3.00,Normal
-11,-11,75.0,98.0,16.0,3.00,Normal
-10,-11,75.0,98.0,16.0,3.00,Normal
-10,-10,75.0,98.0,16.0,3.00,Normal
-9,-9,75.0,98.0,16.0,3.00,Normal
-8,-8,75.0,98.0,16.0,3.00,Normal
-7,-7,75.0,98.0,16.0,3.00,Normal
-5,-5,75.0,98.0,16.0,3.00,Normal
-4,-4,75.0,98.0,16.0,3.00,Normal
-3,-3,75.0,98.0,16.0,3.00,Normal
635,303,75.0,98.0,16.0,3.00,Normal
1026,491,75.0,98.0,16.0,3.00,Normal
1255,602,75.0,98.0,16.0,3.00,Normal
1748,839,75.0,98.0,16.0,3.00,Normal
2210,1061,75.0,98.0,16.0,3.00,Normal
2542,1221,75.0,98.0,16.0,3.00,Normal
2667,1282,75.0,98.0,16.0,3.00,Normal
2554,1228,75.0,98.0,16.0,3.00,Normal
2217,1067,75.0,98.0,16.0,3.00,Normal
1718,828,75.0,98.0,16.0,3.00,Normal
1196,578,75.0,98.0,16.0,3.00,Normal
845,410,75.0,98.0,16.0,3.00,Normal
744,362,75.0,98.0,16.0,3.00,Normal
784,382,75.0,98.0,16.0,3.00,Normal
807,393,75.0,98.0,16.0,3.00,Normal
813,396,75.0,98.0,16.0,3.00,Normal
767,375,75.0,98.0,16.0,3.00,Normal
690,339,75.0,98.0,16.0,3.00,Normal
598,295,75.0,98.0,16.0,3.00,Normal
499,248,75.0,98.0,16.0,3.00,Normal
400,201,75.0,98.0,16.0,3.00,Normal
309,157,75.0,98.0,16.0,3.00,Normal
230,120,75.0,98.0,16.0,3.00,Normal
167,90,75.0,98.0,16.0,3.00,Normal
118,68,75.0,98.0,16.0,3.00,Normal
84,51,75.0,98.0,16.0,3.00,Normal
60,41,75.0,98.0,16.0,3.00,Normal
45,34,75.0,98.0,16.0,3.00,Normal
37,30,75.0,98.0,16.0,3.00,Normal
32,28,75.0,98.0,16.0,3.00,Normal
29,28,75.0,98.0,16.0,3.00,Normal
28,28,75.0,98.0,16.0,3.00,Normal
28,28,75.0,98.0,16.0,3.00,Normal
29,28,75.0,98.0,16.0,3.00,Normal
29,29,75.0,98.0,16.0,3.00,Normal
30,30,75.0,98.0,16.0,3.00,Normal
30,30,75.0,98.0,16.0,3.00,Normal
