IR_Raw,RED_Raw,HR_BPM,SpO2_%,RR_BPM,PI_%,Condition
52,45,20.0,98.0,16.0,3.00,Weak Perf.
49,45,20.0,98.0,16.0,3.00,Weak Perf.
48,44,20.0,98.0,16.0,3.00,Weak Perf.
47,44,20.0,98.0,16.0,3.00,Weak Perf.
46,45,20.0,98.0,16.0,3.00,Weak Perf.
46,45,20.0,98.0,16.0,3.00,Weak Perf.
46,45,20.0,98.0,16.0,3.00,Weak Perf.
46,46,20.0,98.0,16.0,3.00,Weak Perf.
46,46,20.0,98.0,16.0,3.00,Weak Perf.
47,47,20.0,98.0,16.0,3.00,Weak Perf.
47,47,20.0,98.0,16.0,3.00,Weak Perf.
48,48,20.0,98.0,16.0,3.00,Weak Perf.
48,48,20.0,98.0,16.0,3.00,Weak Perf.
48,48,20.0,98.0,16.0,3.00,Weak Perf.
49,49,20.0,98.0,16.0,3.00,Weak Perf.
49,49,20.0,98.0,16.0,3.00,Weak Perf.
49,49,20.0,98.0,16.0,3.00,Weak Perf.
49,49,20.0,98.0,16.0,3.00,Weak Perf.
50,50,20.0,98.0,16.0,3.00,Weak Perf.
50,50,20.0,98.0,16.0,3.00,Weak Perf.
50,50,20.0,98.0,16.0,3.00,Weak Perf.
50,50,20.0,98.0,16.0,3.00,Weak Perf.
50,50,20.0,98.0,16.0,3.00,Weak Perf.
506,269,20.0,98.0,16.0,3.00,Weak Perf.
657,341,20.0,98.0,16.0,3.00,Weak Perf.
744,383,20.0,98.0,16.0,3.00,Weak Perf.
940,477,20.0,98.0,16.0,3.00,Weak Perf.
1163,584,20.0,98.0,16.0,3.00,Weak Perf.
1409,701,20.0,98.0,16.0,3.00,Weak Perf.
1668,826,20.0,98.0,16.0,3.00,Weak Perf.
1931,952,20.0,98.0,16.0,3.00,Weak Perf.
2183,1072,20.0,98.0,16.0,3.00,Weak Perf.
2411,1182,20.0,98.0,16.0,3.00,Weak Perf.
2602,1273,20.0,98.0,16.0,3.00,Weak Perf.
2744,1341,20.0,98.0,16.0,3.00,Weak Perf.
2828,1381,20.0,98.0,16.0,3.00,Weak Perf.
2851,1391,20.0,98.0,16.0,3.00,Weak Perf.
2812,1372,20.0,98.0,16.0,3.00,Weak Perf.
2716,1326,20.0,98.0,16.0,3.00,Weak Perf.
2571,1256,20.0,98.0,16.0,3.00,Weak Perf.
2386,1166,20.0,98.0,16.0,3.00,Weak Perf.
2174,1064,20.0,98.0,16.0,3.00,Weak Perf.
1950,956,20.0,98.0,16.0,3.00,Weak Perf.
1727,849,20.0,98.0,16.0,3.00,Weak Perf.
1521,749,20.0,98.0,16.0,3.00,Weak Perf.
1342,663,20.0,98.0,16.0,3.00,Weak Perf.
1198,593,20.0,98.0,16.0,3.00,Weak Perf.
1089,541,20.0,98.0,16.0,3.00,Weak Perf.
1012,503,20.0,98.0,16.0,3.00,Weak Perf.
958,476,20.0,98.0,16.0,3.00,Weak Perf.
936,466,20.0,98.0,16.0,3.00,Weak Perf.
900,447,20.0,98.0,16.0,3.00,Weak Perf.
867,431,20.0,98.0,16.0,3.00,Weak Perf.
833,414,20.0,98.0,16.0,3.00,Weak Perf.
797,396,20.0,98.0,16.0,3.00,Weak Perf.
758,377,20.0,98.0,16.0,3.00,Weak Perf.
716,356,20.0,98.0,16.0,3.00,Weak Perf.
671,334,20.0,98.0,16.0,3.00,Weak Perf.
623,310,20.0,98.0,16.0,3.00,Weak Perf.
573,285,20.0,98.0,16.0,3.00,Weak Perf.
522,260,20.0,98.0,16.0,3.00,Weak Perf.
471,235,20.0,98.0,16.0,3.00,Weak Perf.
420,210,20.0,98.0,16.0,3.00,Weak Perf.
371,185,20.0,98.0,16.0,3.00,Weak Perf.
324,162,20.0,98.0,16.0,3.00,Weak Perf.
279,140,20.0,98.0,16.0,3.00,Weak Perf.
238,120,20.0,98.0,16.0,3.00,Weak Perf.
201,101,20.0,98.0,16.0,3.00,Weak Perf.
168,84,20.0,98.0,16.0,3.00,Weak Perf.
138,69,20.0,98.0,16.0,3.00,Weak Perf.
112,56,20.0,98.0,16.0,3.00,Weak Perf.
90,45,20.0,98.0,16.0,3.00,Weak Perf.
71,35,20.0,98.0,16.0,3.00,Weak Perf.
55,27,20.0,98.0,16.0,3.00,Weak Perf.
41,19,20.0,98.0,16.0,3.00,Weak Perf.
30,13,20.0,98.0,16.0,3.00,Weak Perf.
21,8,20.0,98.0,16.0,3.00,Weak Perf.
14,4,20.0,98.0,16.0,3.00,Weak Perf.
8,0,20.0,98.0,16.0,3.00,Weak Perf.
5,0,20.0,98.0,16.0,3.00,Weak Perf.
1,-3,20.0,98.0,16.0,3.00,Weak Perf.
-2,-5,20.0,98.0,16.0,3.00,Weak Perf.
-5,-8,20.0,98.0,16.0,3.00,Weak Perf.
-8,-9,20.0,98.0,16.0,3.00,Weak Perf.
-10,-11,20.0,98.0,16.0,3.00,Weak Perf.
-12,-13,20.0,98.0,16.0,3.00,Weak Perf.
-14,-14,20.0,98.0,16.0,3.00,Weak Perf.
-15,-15,20.0,98.0,16.0,3.00,Weak Perf.
-16,-17,20.0,98.0,16.0,3.00,Weak Perf.
-18,-18,20.0,98.0,16.0,3.00,Weak Perf.
-19,-19,20.0,98.0,16.0,3.00,Weak Perf.
-20,-20,20.0,98.0,16.0,3.00,Weak Perf.
-21,-21,20.0,98.0,16.0,3.00,Weak Perf.
-22,-22,20.0,98.0,16.0,3.00,Weak Perf.
-23,-23,20.0,98.0,16.0,3.00,Weak Perf.
-24,-24,20.0,98.0,16.0,3.00,Weak Perf.
-25,-25,20.0,98.0,16.0,3.00,Weak Perf.
-26,-26,20.0,98.0,16.0,3.00,Weak Perf.
-27,-27,20.0,98.0,16.0,3.00,Weak Perf.
-28,-28,20.0,98.0,16.0,3.00,Weak Perf.
-29,-29,20.0,98.0,16.0,3.00,Weak Perf.
-30,-30,20.0,98.0,16.0,3.00,Weak Perf.
-30,-30,20.0,98.0,16.0,3.00,Weak Perf.
-31,-31,20.0,98.0,16.0,3.00,Weak Perf.
326,139,20.0,98.0,16.0,3.00,Weak Perf.
384,167,20.0,98.0,16.0,3.00,Weak Perf.
518,231,20.0,98.0,16.0,3.00,Weak Perf.
675,306,20.0,98.0,16.0,3.00,Weak Perf.
848,389,20.0,98.0,16.0,3.00,Weak Perf.
1032,477,20.0,98.0,16.0,3.00,Weak Perf.
1215,564,20.0,98.0,16.0,3.00,Weak Perf.
1386,646,20.0,98.0,16.0,3.00,Weak Perf.
1534,717,20.0,98.0,16.0,3.00,Weak Perf.
1648,772,20.0,98.0,16.0,3.00,Weak Perf.
1718,805,20.0,98.0,16.0,3.00,Weak Perf.
1741,816,20.0,98.0,16.0,3.00,Weak Perf.
1716,804,20.0,98.0,16.0,3.00,Weak Perf.
1646,770,20.0,98.0,16.0,3.00,Weak Perf.
1538,718,20.0,98.0,16.0,3.00,Weak Perf.
1402,652,20.0,98.0,16.0,3.00,Weak Perf.
1248,579,20.0,98.0,16.0,3.00,Weak Perf.
1089,502,20.0,98.0,16.0,3.00,Weak Perf.
937,429,20.0,98.0,16.0,3.00,Weak Perf.
804,365,20.0,98.0,16.0,3.00,Weak Perf.
696,313,20.0,98.0,16.0,3.00,Weak Perf.
617,275,20.0,98.0,16.0,3.00,Weak Perf.
562,249,20.0,98.0,16.0,3.00,Weak Perf.
526,232,20.0,98.0,16.0,3.00,Weak Perf.
501,220,20.0,98.0,16.0,3.00,Weak Perf.
480,210,20.0,98.0,16.0,3.00,Weak Perf.
459,200,20.0,98.0,16.0,3.00,Weak Perf.
437,189,20.0,98.0,16.0,3.00,Weak Perf.
412,178,20.0,98.0,16.0,3.00,Weak Perf.
386,165,20.0,98.0,16.0,3.00,Weak Perf.
357,151,20.0,98.0,16.0,3.00,Weak Perf.
326,137,20.0,98.0,16.0,3.00,Weak Perf.
293,121,20.0,98.0,16.0,3.00,Weak Perf.
260,106,20.0,98.0,16.0,3.00,Weak Perf.
227,90,20.0,98.0,16.0,3.00,Weak Perf.
195,75,20.0,98.0,16.0,3.00,Weak Perf.
179,68,20.0,98.0,16.0,3.00,Weak Perf.
150,53,20.0,98.0,16.0,3.00,Weak Perf.
122,40,20.0,98.0,16.0,3.00,Weak Perf.
97,29,20.0,98.0,16.0,3.00,Weak Perf.
74,18,20.0,98.0,16.0,3.00,Weak Perf.
55,9,20.0,98.0,16.0,3.00,Weak Perf.
38,1,20.0,98.0,16.0,3.00,Weak Perf.
24,-4,20.0,98.0,16.0,3.00,Weak Perf.
13,-9,20.0,98.0,16.0,3.00,Weak Perf.
3,-13,20.0,98.0,16.0,3.00,Weak Perf.
-3,-16,20.0,98.0,16.0,3.00,Weak Perf.
-9,-19,20.0,98.0,16.0,3.00,Weak Perf.
-13,-20,20.0,98.0,16.0,3.00,Weak Perf.
-16,-21,20.0,98.0,16.0,3.00,Weak Perf.
-18,-22,20.0,98.0,16.0,3.00,Weak Perf.
-19,-22,20.0,98.0,16.0,3.00,Weak Perf.
-20,-22,20.0,98.0,16.0,3.00,Weak Perf.
-20,-22,20.0,98.0,16.0,3.00,Weak Perf.
-20,-21,20.0,98.0,16.0,3.00,Weak Perf.
-20,-21,20.0,98.0,16.0,3.00,Weak Perf.
-19,-20,20.0,98.0,16.0,3.00,Weak Perf.
-19,-19,20.0,98.0,16.0,3.00,Weak Perf.
-18,-18,20.0,98.0,16.0,3.00,Weak Perf.
-17,-17,20.0,98.0,16.0,3.00,Weak Perf.
-16,-16,20.0,98.0,16.0,3.00,Weak Perf.
-16,-16,20.0,98.0,16.0,3.00,Weak Perf.
-15,-15,22.7,98.0,16.0,3.00,Weak Perf.
-14,-14,22.7,98.0,16.0,3.00,Weak Perf.
-13,-13,22.7,98.0,16.0,3.00,Weak Perf.
-12,-12,22.7,98.0,16.0,3.00,Weak Perf.
-11,-11,22.7,98.0,16.0,3.00,Weak Perf.
-10,-10,26.7,98.0,16.0,3.00,Weak Perf.
-9,-9,40.0,98.0,16.0,3.00,Weak Perf.
-8,-8,56.0,98.0,16.0,3.00,Weak Perf.
-7,-7,62.7,98.0,16.0,3.00,Weak Perf.
-5,-5,76.0,98.0,16.0,3.00,Weak Perf.
582,277,86.7,98.0,16.0,3.00,Weak Perf.
989,473,89.3,98.0,16.0,3.00,Weak Perf.
1480,709,92.0,98.0,16.0,3.00,Weak Perf.
1939,930,92.0,98.0,16.0,3.00,Weak Perf.
2211,1061,92.0,98.0,16.0,3.00,Weak Perf.
2208,1060,92.0,98.0,16.0,3.00,Weak Perf.
1950,936,92.0,98.0,16.0,3.00,Weak Perf.
1544,742,92.0,98.0,16.0,3.00,Weak Perf.
1148,553,92.0,98.0,16.0,3.00,Weak Perf.
892,430,92.0,98.0,16.0,3.00,Weak Perf.
779,377,92.0,98.0,16.0,3.00,Weak Perf.
721,350,92.0,98.0,16.0,3.00,Weak Perf.
659,321,92.0,98.0,16.0,3.00,Weak Perf.
622,303,92.0,98.0,16.0,3.00,Weak Perf.
535,261,92.0,98.0,16.0,3.00,Weak Perf.
435,214,92.0,98.0,16.0,3.00,Weak Perf.
334,166,92.0,98.0,16.0,3.00,Weak Perf.
243,123,92.0,98.0,16.0,3.00,Weak Perf.
167,87,92.0,98.0,16.0,3.00,Weak Perf.
111,61,92.0,98.0,16.0,3.00,Weak Perf.
72,42,92.0,98.0,16.0,3.00,Weak Perf.
47,31,92.0,98.0,16.0,3.00,Weak Perf.
33,25,92.0,98.0,16.0,3.00,Weak Perf.
26,22,92.0,98.0,16.0,3.00,Weak Perf.
23,21,92.0,98.0,16.0,3.00,Weak Perf.
22,21,92.0,98.0,16.0,3.00,Weak Perf.
22,21,92.0,98.0,16.0,3.00,Weak Perf.
22,22,92.0,98.0,16.0,3.00,Weak Perf.
23,23,92.0,98.0,16.0,3.00,Weak Perf.
24,24,92.0,98.0,16.0,3.00,Weak Perf.
25,25,92.0,98.0,16.0,3.00,Weak Perf.
26,26,92.0,98.0,16.0,3.00,Weak Perf.
26,26,92.0,98.0,16.0,3.00,Weak Perf.
678,339,92.0,98.0,16.0,3.00,Weak Perf.
1154,568,92.0,98.0,16.0,3.00,Weak Perf.
1736,848,92.0,98.0,16.0,3.00,Weak Perf.
2298,1119,92.0,98.0,16.0,3.00,Weak Perf.
2682,1303,92.0,98.0,16.0,3.00,Weak Perf.
2766,1343,92.0,98.0,16.0,3.00,Weak Perf.
2692,1308,92.0,98.0,16.0,3.00,Weak Perf.
2345,1142,92.0,98.0,16.0,3.00,Weak Perf.
1855,907,92.0,98.0,16.0,3.00,Weak Perf.
1394,686,92.0,98.0,16.0,3.00,Weak Perf.
1094,543,92.0,98.0,16.0,3.00,Weak Perf.
956,476,92.0,98.0,16.0,3.00,Weak Perf.
883,442,92.0,98.0,16.0,3.00,Weak Perf.
810,407,92.0,98.0,16.0,3.00,Weak Perf.
719,364,92.0,98.0,16.0,3.00,Weak Perf.
612,312,92.0,98.0,16.0,3.00,Weak Perf.
496,257,92.0,98.0,16.0,3.00,Weak Perf.
383,203,92.0,98.0,16.0,3.00,Weak Perf.
283,155,92.0,98.0,16.0,3.00,Weak Perf.
201,116,92.0,98.0,16.0,3.00,Weak Perf.
141,87,92.0,98.0,16.0,3.00,Weak Perf.
99,67,92.0,98.0,16.0,3.00,Weak Perf.
72,54,92.0,98.0,16.0,3.00,Weak Perf.
56,47,92.0,98.0,16.0,3.00,Weak Perf.
47,43,92.0,98.0,16.0,3.00,Weak Perf.
43,40,92.0,98.0,16.0,3.00,Weak Perf.
40,39,92.0,98.0,16.0,3.00,Weak Perf.
39,39,92.0,98.0,16.0,3.00,Weak Perf.
39,39,92.0,98.0,16.0,3.00,Weak Perf.
39,39,92.0,98.0,16.0,3.00,Weak Perf.
39,39,92.0,98.0,16.0,3.00,Weak Perf.
38,38,92.0,98.0,16.0,3.00,Weak Perf.
38,38,92.0,98.0,16.0,3.00,Weak Perf.
38,38,92.0,98.0,16.0,3.00,Weak Perf.
38,38,92.0,98.0,16.0,3.00,Weak Perf.
714,363,92.0,98.0,16.0,3.00,Weak Perf.
1208,599,92.0,98.0,16.0,3.00,Weak Perf.
1797,882,92.0,98.0,16.0,3.00,Weak Perf.
2343,1144,92.0,98.0,16.0,3.00,Weak Perf.
2677,1304,92.0,98.0,16.0,3.00,Weak Perf.
2692,1311,92.0,98.0,16.0,3.00,Weak Perf.
2402,1172,92.0,98.0,16.0,3.00,Weak Perf.
1926,943,92.0,98.0,16.0,3.00,Weak Perf.
1435,707,92.0,98.0,16.0,3.00,Weak Perf.
1089,540,92.0,98.0,16.0,3.00,Weak Perf.
919,459,92.0,98.0,16.0,3.00,Weak Perf.
837,419,92.0,98.0,16.0,3.00,Weak Perf.
763,383,92.0,98.0,16.0,3.00,Weak Perf.
673,339,92.0,98.0,16.0,3.00,Weak Perf.
568,289,92.0,98.0,16.0,3.00,Weak Perf.
456,234,92.0,98.0,16.0,3.00,Weak Perf.
346,182,92.0,98.0,16.0,3.00,Weak Perf.
251,135,92.0,98.0,16.0,3.00,Weak Perf.
174,98,92.0,98.0,16.0,3.00,Weak Perf.
117,70,92.0,98.0,16.0,3.00,Weak Perf.
78,51,92.0,98.0,16.0,3.00,Weak Perf.
54,39,92.0,98.0,16.0,3.00,Weak Perf.
39,31,92.0,98.0,16.0,3.00,Weak Perf.
30,27,92.0,98.0,16.0,3.00,Weak Perf.
25,24,92.0,98.0,16.0,3.00,Weak Perf.
23,22,92.0,98.0,16.0,3.00,Weak Perf.
21,21,92.0,98.0,16.0,3.00,Weak Perf.
20,20,92.0,98.0,16.0,3.00,Weak Perf.
19,19,92.0,98.0,16.0,3.00,Weak Perf.
18,18,92.0,98.0,16.0,3.00,Weak Perf.
16,16,92.0,98.0,16.0,3.00,Weak Perf.
15,15,92.0,98.0,16.0,3.00,Weak Perf.
14,14,92.0,98.0,16.0,3.00,Weak Perf.
13,13,92.0,98.0,16.0,3.00,Weak Perf.
700,342,92.0,98.0,16.0,3.00,Weak Perf.
1147,556,92.0,98.0,16.0,3.00,Weak Perf.
1628,786,92.0,98.0,16.0,3.00,Weak Perf.
2003,966,92.0,98.0,16.0,3.00,Weak Perf.
2145,1033,92.0,98.0,16.0,3.00,Weak Perf.
2012,968,92.0,98.0,16.0,3.00,Weak Perf.
1670,804,92.0,98.0,16.0,3.00,Weak Perf.
1253,603,92.0,98.0,16.0,3.00,Weak Perf.
912,439,92.0,98.0,16.0,3.00,Weak Perf.
725,348,92.0,98.0,16.0,3.00,Weak Perf.
642,307,92.0,98.0,16.0,3.00,Weak Perf.
582,278,92.0,98.0,16.0,3.00,Weak Perf.
512,243,92.0,98.0,16.0,3.00,Weak Perf.
429,203,92.0,98.0,16.0,3.00,Weak Perf.
339,159,92.0,98.0,16.0,3.00,Weak Perf.
250,116,92.0,98.0,16.0,3.00,Weak Perf.
171,77,92.0,98.0,16.0,3.00,Weak Perf.
107,46,92.0,98.0,16.0,3.00,Weak Perf.
60,22,92.0,98.0,16.0,3.00,Weak Perf.
28,6,92.0,98.0,16.0,3.00,Weak Perf.
7,-4,92.0,98.0,16.0,3.00,Weak Perf.
-4,-10,92.0,98.0,16.0,3.00,Weak Perf.
-12,-14,92.0,98.0,16.0,3.00,Weak Perf.
-16,-17,92.0,98.0,16.0,3.00,Weak Perf.
-17,-18,92.0,98.0,16.0,3.00,Weak Perf.
-20,-20,92.0,98.0,16.0,3.00,Weak Perf.
-21,-22,92.0,98.0,16.0,3.00,Weak Perf.
-23,-23,92.0,98.0,16.0,3.00,Weak Perf.
-24,-24,92.0,98.0,16.0,3.00,Weak Perf.
-25,-25,92.0,98.0,16.0,3.00,Weak Perf.
-27,-27,92.0,98.0,16.0,3.00,Weak Perf.
-28,-28,92.0,98.0,16.0,3.00,Weak Perf.
316,136,92.0,98.0,16.0,3.00,Weak Perf.
617,280,92.0,98.0,16.0,3.00,Weak Perf.
1004,465,92.0,98.0,16.0,3.00,Weak Perf.
1385,647,92.0,98.0,16.0,3.00,Weak Perf.
1632,765,92.0,98.0,16.0,3.00,Weak Perf.
1656,776,92.0,98.0,16.0,3.00,Weak Perf.
1461,682,92.0,98.0,16.0,3.00,Weak Perf.
1136,526,92.0,98.0,16.0,3.00,Weak Perf.
813,370,92.0,98.0,16.0,3.00,Weak Perf.
605,269,92.0,98.0,16.0,3.00,Weak Perf.
513,225,92.0,98.0,16.0,3.00,Weak Perf.
463,201,92.0,98.0,16.0,3.00,Weak Perf.
411,175,92.0,98.0,16.0,3.00,Weak Perf.
345,143,92.0,98.0,16.0,3.00,Weak Perf.
270,107,92.0,98.0,16.0,3.00,Weak Perf.
193,69,92.0,98.0,16.0,3.00,Weak Perf.
123,35,92.0,98.0,16.0,3.00,Weak Perf.
65,7,92.0,98.0,16.0,3.00,Weak Perf.
41,-4,92.0,98.0,16.0,3.00,Weak Perf.
5,-21,92.0,98.0,16.0,3.00,Weak Perf.
-18,-33,92.0,98.0,16.0,3.00,Weak Perf.
-33,-40,92.0,98.0,16.0,3.00,Weak Perf.
-43,-46,92.0,98.0,16.0,3.00,Weak Perf.
-46,-47,92.0,98.0,16.0,3.00,Weak Perf.
-48,-48,92.0,98.0,16.0,3.00,Weak Perf.
-49,-49,92.0,98.0,16.0,3.00,Weak Perf.
-49,-49,92.0,98.0,16.0,3.00,Weak Perf.
-49,-49,92.0,98.0,16.0,3.00,Weak Perf.
-50,-50,92.0,98.0,16.0,3.00,Weak Perf.
-50,-50,92.0,98.0,16.0,3.00,Weak Perf.
-50,-50,92.0,98.0,16.0,3.00,Weak Perf.
-50,-50,92.0,98.0,16.0,3.00,Weak Perf.
396,164,92.0,98.0,16.0,3.00,Weak Perf.
762,339,92.0,98.0,16.0,3.00,Weak Perf.
1200,550,92.0,98.0,16.0,3.00,Weak Perf.
1585,735,92.0,98.0,16.0,3.00,Weak Perf.
1775,826,92.0,98.0,16.0,3.00,Weak Perf.
1703,792,92.0,98.0,16.0,3.00,Weak Perf.
1417,655,92.0,98.0,16.0,3.00,Weak Perf.
1048,478,92.0,98.0,16.0,3.00,Weak Perf.
752,336,92.0,98.0,16.0,3.00,Weak Perf.
606,266,92.0,98.0,16.0,3.00,Weak Perf.
546,237,92.0,98.0,16.0,3.00,Weak Perf.
495,213,92.0,98.0,16.0,3.00,Weak Perf.
429,182,92.0,98.0,16.0,3.00,Weak Perf.
348,144,92.0,98.0,16.0,3.00,Weak Perf.
260,102,92.0,98.0,16.0,3.00,Weak Perf.
176,62,92.0,98.0,16.0,3.00,Weak Perf.
104,28,92.0,98.0,16.0,3.00,Weak Perf.
49,2,92.0,98.0,16.0,3.00,Weak Perf.
11,-15,92.0,98.0,16.0,3.00,Weak Perf.
