IR_Raw,RED_Raw,HR_BPM,SpO2_%,RR_BPM,PI_%,Condition
-58,-58,75.0,98.0,16.0,3.00,Normal
-57,-58,75.0,98.0,16.0,3.00,Normal
-57,-57,75.0,98.0,16.0,3.00,Normal
-56,-56,75.0,98.0,16.0,3.00,Normal
-55,-55,75.0,98.0,16.0,3.00,Normal
-53,-53,75.0,98.0,16.0,3.00,Normal
-52,-52,75.0,98.0,16.0,3.00,Normal
-51,-51,75.0,98.0,16.0,3.00,Normal
277,107,75.0,98.0,16.0,3.00,Normal
526,227,75.0,98.0,16.0,3.00,Normal
861,388,75.0,98.0,16.0,3.00,Normal
1247,574,75.0,98.0,16.0,3.00,Normal
1613,751,75.0,98.0,16.0,3.00,Normal
1876,878,75.0,98.0,16.0,3.00,Normal
1969,923,75.0,98.0,16.0,3.00,Normal
1868,876,75.0,98.0,16.0,3.00,Normal
1590,743,75.0,98.0,16.0,3.00,Normal
1189,551,75.0,98.0,16.0,3.00,Normal
792,362,75.0,98.0,16.0,3.00,Normal
555,249,75.0,98.0,16.0,3.00,Normal
512,229,75.0,98.0,16.0,3.00,Normal
550,248,75.0,98.0,16.0,3.00,Normal
562,255,75.0,98.0,16.0,3.00,Normal
532,242,75.0,98.0,16.0,3.00,Normal
476,216,75.0,98.0,16.0,3.00,Normal
407,184,75.0,98.0,16.0,3.00,Normal
332,149,75.0,98.0,16.0,3.00,Normal
258,114,75.0,98.0,16.0,3.00,Normal
191,83,75.0,98.0,16.0,3.00,Normal
133,56,75.0,98.0,16.0,3.00,Normal
88,35,75.0,98.0,16.0,3.00,Normal
54,20,75.0,98.0,16.0,3.00,Normal
31,10,75.0,98.0,16.0,3.00,Normal
16,4,75.0,98.0,16.0,3.00,Normal
8,1,75.0,98.0,16.0,3.00,Normal
3,0,75.0,98.0,16.0,3.00,Normal
2,0,75.0,98.0,16.0,3.00,Normal
2,1,75.0,98.0,16.0,3.00,Normal
3,2,75.0,98.0,16.0,3.00,Normal
4,4,75.0,98.0,16.0,3.00,Normal
6,6,75.0,98.0,16.0,3.00,Normal
7,7,75.0,98.0,16.0,3.00,Normal
9,9,75.0,98.0,16.0,3.00,Normal
11,11,75.0,98.0,16.0,3.00,Normal
13,13,75.0,98.0,16.0,3.00,Normal
14,14,75.0,98.0,16.0,3.00,Normal
16,16,75.0,98.0,16.0,3.00,Normal
680,336,75.0,98.0,16.0,3.00,Normal
1069,523,75.0,98.0,16.0,3.00,Normal
1530,746,75.0,98.0,16.0,3.00,Normal
1992,968,75.0,98.0,16.0,3.00,Normal
2359,1145,75.0,98.0,16.0,3.00,Normal
2546,1236,75.0,98.0,16.0,3.00,Normal
2510,1219,75.0,98.0,16.0,3.00,Normal
2251,1095,75.0,98.0,16.0,3.00,Normal
1811,885,75.0,98.0,16.0,3.00,Normal
1300,641,75.0,98.0,16.0,3.00,Normal
901,450,75.0,98.0,16.0,3.00,Normal
741,373,75.0,98.0,16.0,3.00,Normal
758,382,75.0,98.0,16.0,3.00,Normal
802,404,75.0,98.0,16.0,3.00,Normal
795,401,75.0,98.0,16.0,3.00,Normal
743,377,75.0,98.0,16.0,3.00,Normal
665,340,75.0,98.0,16.0,3.00,Normal
575,297,75.0,98.0,16.0,3.00,Normal
479,252,75.0,98.0,16.0,3.00,Normal
385,207,75.0,98.0,16.0,3.00,Normal
301,167,75.0,98.0,16.0,3.00,Normal
229,133,75.0,98.0,16.0,3.00,Normal
172,106,75.0,98.0,16.0,3.00,Normal
129,86,75.0,98.0,16.0,3.00,Normal
99,71,75.0,98.0,16.0,3.00,Normal
78,62,75.0,98.0,16.0,3.00,Normal
65,56,75.0,98.0,16.0,3.00,Normal
58,53,75.0,98.0,16.0,3.00,Normal
54,51,75.0,98.0,16.0,3.00,Normal
51,50,75.0,98.0,16.0,3.00,Normal
50,50,75.0,98.0,16.0,3.00,Normal
50,50,75.0,98.0,16.0,3.00,Normal
50,50,75.0,98.0,16.0,3.00,Normal
50,50,75.0,98.0,16.0,3.00,Normal
50,50,75.0,98.0,16.0,3.00,Normal
50,50,75.0,98.0,16.0,3.00,Normal
50,50,75.0,98.0,16.0,3.00,Normal
50,50,75.0,98.0,16.0,3.00,Normal
50,50,75.0,98.0,16.0,3.00,Normal
761,391,75.0,98.0,16.0,3.00,Normal
1216,609,75.0,98.0,16.0,3.00,Normal
1792,885,75.0,98.0,16.0,3.00,Normal
2420,1187,75.0,98.0,16.0,3.00,Normal
2993,1462,75.0,98.0,16.0,3.00,Normal
3389,1652,75.0,98.0,16.0,3.00,Normal
3519,1714,75.0,98.0,16.0,3.00,Normal
3352,1633,75.0,98.0,16.0,3.00,Normal
2911,1421,75.0,98.0,16.0,3.00,Normal
2272,1114,75.0,98.0,16.0,3.00,Normal
1601,792,75.0,98.0,16.0,3.00,Normal
1129,565,75.0,98.0,16.0,3.00,Normal
965,486,75.0,98.0,16.0,3.00,Normal
994,500,75.0,98.0,16.0,3.00,Normal
1035,519,75.0,98.0,16.0,3.00,Normal
976,490,75.0,98.0,16.0,3.00,Normal
882,444,75.0,98.0,16.0,3.00,Normal
769,389,75.0,98.0,16.0,3.00,Normal
646,330,75.0,98.0,16.0,3.00,Normal
524,271,75.0,98.0,16.0,3.00,Normal
410,215,75.0,98.0,16.0,3.00,Normal
310,167,75.0,98.0,16.0,3.00,Normal
228,127,75.0,98.0,16.0,3.00,Normal
164,96,75.0,98.0,16.0,3.00,Normal
117,73,75.0,98.0,16.0,3.00,Normal
83,56,75.0,98.0,16.0,3.00,Normal
61,44,75.0,98.0,16.0,3.00,Normal
46,37,75.0,98.0,16.0,3.00,Normal
37,32,75.0,98.0,16.0,3.00,Normal
31,28,75.0,98.0,16.0,3.00,Normal
27,25,75.0,98.0,16.0,3.00,Normal
24,24,75.0,98.0,16.0,3.00,Normal
22,22,75.0,98.0,16.0,3.00,Normal
21,20,75.0,98.0,16.0,3.00,Normal
19,19,75.0,98.0,16.0,3.00,Normal
18,18,75.0,98.0,16.0,3.00,Normal
16,16,75.0,98.0,16.0,3.00,Normal
15,15,75.0,98.0,16.0,3.00,Normal
14,14,75.0,98.0,16.0,3.00,Normal
12,12,75.0,98.0,16.0,3.00,Normal
616,301,75.0,98.0,16.0,3.00,Normal
998,484,75.0,98.0,16.0,3.00,Normal
1482,716,75.0,98.0,16.0,3.00,Normal
2012,969,75.0,98.0,16.0,3.00,Normal
2498,1202,75.0,98.0,16.0,3.00,Normal
2840,1365,75.0,98.0,16.0,3.00,Normal
2961,1422,75.0,98.0,16.0,3.00,Normal
2833,1360,75.0,98.0,16.0,3.00,Normal
2476,1188,75.0,98.0,16.0,3.00,Normal
1949,935,75.0,98.0,16.0,3.00,Normal
1375,658,75.0,98.0,16.0,3.00,Normal
937,448,75.0,98.0,16.0,3.00,Normal
751,357,75.0,98.0,16.0,3.00,Normal
749,356,75.0,98.0,16.0,3.00,Normal
782,371,75.0,98.0,16.0,3.00,Normal
767,363,75.0,98.0,16.0,3.00,Normal
708,334,75.0,98.0,16.0,3.00,Normal
624,293,75.0,98.0,16.0,3.00,Normal
530,247,75.0,98.0,16.0,3.00,Normal
431,199,75.0,98.0,16.0,3.00,Normal
336,153,75.0,98.0,16.0,3.00,Normal
249,111,75.0,98.0,16.0,3.00,Normal
176,75,75.0,98.0,16.0,3.00,Normal
116,46,75.0,98.0,16.0,3.00,Normal
70,23,75.0,98.0,16.0,3.00,Normal
37,7,75.0,98.0,16.0,3.00,Normal
13,-4,75.0,98.0,16.0,3.00,Normal
-1,-12,75.0,98.0,16.0,3.00,Normal
-11,-18,75.0,98.0,16.0,3.00,Normal
-18,-21,75.0,98.0,16.0,3.00,Normal
-22,-24,75.0,98.0,16.0,3.00,Normal
-24,-25,75.0,98.0,16.0,3.00,Normal
-26,-27,75.0,98.0,16.0,3.00,Normal
-28,-28,75.0,98.0,16.0,3.00,Normal
-29,-29,75.0,98.0,16.0,3.00,Normal
-29,-30,75.0,98.0,16.0,3.00,Normal
-30,-30,75.0,98.0,16.0,3.00,Normal
-31,-31,75.0,98.0,16.0,3.00,Normal
-32,-32,75.0,98.0,16.0,3.00,Normal
-32,-32,75.0,98.0,16.0,3.00,Normal
-33,-33,75.0,98.0,16.0,3.00,Normal
422,185,75.0,98.0,16.0,3.00,Normal
727,331,75.0,98.0,16.0,3.00,Normal
1112,515,75.0,98.0,16.0,3.00,Normal
1523,712,75.0,98.0,16.0,3.00,Normal
1879,883,75.0,98.0,16.0,3.00,Normal
2094,986,75.0,98.0,16.0,3.00,Normal
2116,996,75.0,98.0,16.0,3.00,Normal
1935,909,75.0,98.0,16.0,3.00,Normal
1585,741,75.0,98.0,16.0,3.00,Normal
1140,527,75.0,98.0,16.0,3.00,Normal
746,338,75.0,98.0,16.0,3.00,Normal
541,239,75.0,98.0,16.0,3.00,Normal
518,228,75.0,98.0,16.0,3.00,Normal
548,243,75.0,98.0,16.0,3.00,Normal
546,241,75.0,98.0,16.0,3.00,Normal
503,221,75.0,98.0,16.0,3.00,Normal
440,191,75.0,98.0,16.0,3.00,Normal
367,155,75.0,98.0,16.0,3.00,Normal
290,119,75.0,98.0,16.0,3.00,Normal
216,83,75.0,98.0,16.0,3.00,Normal
150,52,75.0,98.0,16.0,3.00,Normal
95,25,75.0,98.0,16.0,3.00,Normal
52,4,75.0,98.0,16.0,3.00,Normal
20,-10,75.0,98.0,16.0,3.00,Normal
-2,-20,75.0,98.0,16.0,3.00,Normal
-16,-27,75.0,98.0,16.0,3.00,Normal
-25,-31,75.0,98.0,16.0,3.00,Normal
-30,-34,75.0,98.0,16.0,3.00,Normal
-33,-35,75.0,98.0,16.0,3.00,Normal
-35,-35,75.0,98.0,16.0,3.00,Normal
-35,-35,75.0,98.0,16.0,3.00,Normal
-35,-35,75.0,98.0,16.0,3.00,Normal
-35,-35,75.0,98.0,16.0,3.00,Normal
-34,-34,75.0,98.0,16.0,3.00,Normal
-34,-34,75.0,98.0,16.0,3.00,Normal
-33,-33,75.0,98.0,16.0,3.00,Normal
-33,-33,75.0,98.0,16.0,3.00,Normal
-32,-32,75.0,98.0,16.0,3.00,Normal
-31,-31,75.0,98.0,16.0,3.00,Normal
483,215,75.0,98.0,16.0,3.00,Normal
792,364,75.0,98.0,16.0,3.00,Normal
1165,543,75.0,98.0,16.0,3.00,Normal
1546,726,75.0,98.0,16.0,3.00,Normal
1859,877,75.0,98.0,16.0,3.00,Normal
2034,962,75.0,98.0,16.0,3.00,Normal
2029,960,75.0,98.0,16.0,3.00,Normal
1841,870,75.0,98.0,16.0,3.00,Normal
1498,706,75.0,98.0,16.0,3.00,Normal
1080,506,75.0,98.0,16.0,3.00,Normal
728,337,75.0,98.0,16.0,3.00,Normal
563,258,75.0,98.0,16.0,3.00,Normal
561,258,75.0,98.0,16.0,3.00,Normal
600,277,75.0,98.0,16.0,3.00,Normal
603,279,75.0,98.0,16.0,3.00,Normal
566,262,75.0,98.0,16.0,3.00,Normal
506,233,75.0,98.0,16.0,3.00,Normal
434,199,75.0,98.0,16.0,3.00,Normal
357,163,75.0,98.0,16.0,3.00,Normal
281,127,75.0,98.0,16.0,3.00,Normal
210,94,75.0,98.0,16.0,3.00,Normal
150,65,75.0,98.0,16.0,3.00,Normal
101,42,75.0,98.0,16.0,3.00,Normal
64,25,75.0,98.0,16.0,3.00,Normal
38,13,75.0,98.0,16.0,3.00,Normal
20,5,75.0,98.0,16.0,3.00,Normal
9,0,75.0,98.0,16.0,3.00,Normal
2,-1,75.0,98.0,16.0,3.00,Normal
0,-3,75.0,98.0,16.0,3.00,Normal
-1,-3,75.0,98.0,16.0,3.00,Normal
-2,-2,75.0,98.0,16.0,3.00,Normal
-1,-1,75.0,98.0,16.0,3.00,Normal
0,0,75.0,98.0,16.0,3.00,Normal
0,0,75.0,98.0,16.0,3.00,Normal
1,1,75.0,98.0,16.0,3.00,Normal
2,2,75.0,98.0,16.0,3.00,Normal
3,3,75.0,98.0,16.0,3.00,Normal
4,4,75.0,98.0,16.0,3.00,Normal
5,5,75.0,98.0,16.0,3.00,Normal
498,242,75.0,98.0,16.0,3.00,Normal
841,408,75.0,98.0,16.0,3.00,Normal
1295,626,75.0,98.0,16.0,3.00,Normal
1814,875,75.0,98.0,16.0,3.00,Normal
2314,1116,75.0,98.0,16.0,3.00,Normal
2693,1299,75.0,98.0,16.0,3.00,Normal
2865,1381,75.0,98.0,16.0,3.00,Normal
2788,1345,75.0,98.0,16.0,3.00,Normal
2472,1194,75.0,98.0,16.0,3.00,Normal
1969,953,75.0,98.0,16.0,3.00,Normal
1403,682,75.0,98.0,16.0,3.00,Normal
974,477,75.0,98.0,16.0,3.00,Normal
807,397,75.0,98.0,16.0,3.00,Normal
827,407,75.0,98.0,16.0,3.00,Normal
873,430,75.0,98.0,16.0,3.00,Normal
864,426,75.0,98.0,16.0,3.00,Normal
806,398,75.0,98.0,16.0,3.00,Normal
720,358,75.0,98.0,16.0,3.00,Normal
621,310,75.0,98.0,16.0,3.00,Normal
515,260,75.0,98.0,16.0,3.00,Normal
412,211,75.0,98.0,16.0,3.00,Normal
319,167,75.0,98.0,16.0,3.00,Normal
239,129,75.0,98.0,16.0,3.00,Normal
175,98,75.0,98.0,16.0,3.00,Normal
126,75,75.0,98.0,16.0,3.00,Normal
91,59,75.0,98.0,16.0,3.00,Normal
68,48,75.0,98.0,16.0,3.00,Normal
53,41,75.0,98.0,16.0,3.00,Normal
44,37,75.0,98.0,16.0,3.00,Normal
39,35,75.0,98.0,16.0,3.00,Normal
36,34,75.0,98.0,16.0,3.00,Normal
35,34,75.0,98.0,16.0,3.00,Normal
35,34,75.0,98.0,16.0,3.00,Normal
35,35,75.0,98.0,16.0,3.00,Normal
35,35,75.0,98.0,16.0,3.00,Normal
35,35,75.0,98.0,16.0,3.00,Normal
36,36,75.0,98.0,16.0,3.00,Normal
36,36,75.0,98.0,16.0,3.00,Normal
37,37,75.0,98.0,16.0,3.00,Normal
37,37,75.0,98.0,16.0,3.00,Normal
37,37,75.0,98.0,16.0,3.00,Normal
926,464,75.0,98.0,16.0,3.00,Normal
1407,695,75.0,98.0,16.0,3.00,Normal
1965,963,75.0,98.0,16.0,3.00,Normal
2518,1228,75.0,98.0,16.0,3.00,Normal
2959,1440,75.0,98.0,16.0,3.00,Normal
3194,1553,75.0,98.0,16.0,3.00,Normal
3171,1542,75.0,98.0,16.0,3.00,Normal
2889,1407,75.0,98.0,16.0,3.00,Normal
2392,1168,75.0,98.0,16.0,3.00,Normal
1778,873,75.0,98.0,16.0,3.00,Normal
1229,610,75.0,98.0,16.0,3.00,Normal
923,463,75.0,98.0,16.0,3.00,Normal
866,436,75.0,98.0,16.0,3.00,Normal
910,457,75.0,98.0,16.0,3.00,Normal
924,463,75.0,98.0,16.0,3.00,Normal
881,442,75.0,98.0,16.0,3.00,Normal
801,404,75.0,98.0,16.0,3.00,Normal
702,356,75.0,98.0,16.0,3.00,Normal
595,305,75.0,98.0,16.0,3.00,Normal
487,253,75.0,98.0,16.0,3.00,Normal
385,204,75.0,98.0,16.0,3.00,Normal
296,161,75.0,98.0,16.0,3.00,Normal
221,125,75.0,98.0,16.0,3.00,Normal
162,96,75.0,98.0,16.0,3.00,Normal
118,75,75.0,98.0,16.0,3.00,Normal
87,59,75.0,98.0,16.0,3.00,Normal
65,49,75.0,98.0,16.0,3.00,Normal
51,41,75.0,98.0,16.0,3.00,Normal
42,37,75.0,98.0,16.0,3.00,Normal
37,34,75.0,98.0,16.0,3.00,Normal
33,32,75.0,98.0,16.0,3.00,Normal
31,30,75.0,98.0,16.0,3.00,Normal
29,29,75.0,98.0,16.0,3.00,Normal
28,28,75.0,98.0,16.0,3.00,Normal
27,27,75.0,98.0,16.0,3.00,Normal
26,26,75.0,98.0,16.0,3.00,Normal
25,25,75.0,98.0,16.0,3.00,Normal
24,24,75.0,98.0,16.0,3.00,Normal
23,23,75.0,98.0,16.0,3.00,Normal
22,22,75.0,98.0,16.0,3.00,Normal
21,21,75.0,98.0,16.0,3.00,Normal
728,360,75.0,98.0,16.0,3.00,Normal
1133,554,75.0,98.0,16.0,3.00,Normal
1610,782,75.0,98.0,16.0,3.00,Normal
2086,1010,75.0,98.0,16.0,3.00,Normal
2465,1191,75.0,98.0,16.0,3.00,Normal
2661,1285,75.0,98.0,16.0,3.00,Normal
2628,1268,75.0,98.0,16.0,3.00,Normal
2369,1143,75.0,98.0,16.0,3.00,Normal
1927,931,75.0,98.0,16.0,3.00,Normal
1396,675,75.0,98.0,16.0,3.00,Normal
941,456,75.0,98.0,16.0,3.00,Normal
706,343,75.0,98.0,16.0,3.00,Normal
674,327,75.0,98.0,16.0,3.00,Normal
706,341,75.0,98.0,16.0,3.00,Normal
703,339,75.0,98.0,16.0,3.00,Normal
654,315,75.0,98.0,16.0,3.00,Normal
580,279,75.0,98.0,16.0,3.00,Normal
494,237,75.0,98.0,16.0,3.00,Normal
404,193,75.0,98.0,16.0,3.00,Normal
317,150,75.0,98.0,16.0,3.00,Normal
237,111,75.0,98.0,16.0,3.00,Normal
169,78,75.0,98.0,16.0,3.00,Normal
114,51,75.0,98.0,16.0,3.00,Normal
72,30,75.0,98.0,16.0,3.00,Normal
41,14,75.0,98.0,16.0,3.00,Normal
19,3,75.0,98.0,16.0,3.00,Normal
5,-3,75.0,98.0,16.0,3.00,Normal
-3,-9,75.0,98.0,16.0,3.00,Normal
-9,-12,75.0,98.0,16.0,3.00,Normal
-13,-15,75.0,98.0,16.0,3.00,Normal
-16,-17,75.0,98.0,16.0,3.00,Normal
-18,-19,75.0,98.0,16.0,3.00,Normal
-20,-20,75.0,98.0,16.0,3.00,Normal
-21,-22,75.0,98.0,16.0,3.00,Normal
-23,-23,75.0,98.0,16.0,3.00,Normal
-24,-24,75.0,98.0,16.0,3.00,Normal
-25,-25,75.0,98.0,16.0,3.00,Normal
-27,-27,75.0,98.0,16.0,3.00,Normal
-28,-28,75.0,98.0,16.0,3.00,Normal
-29,-29,75.0,98.0,16.0,3.00,Normal
490,219,75.0,98.0,16.0,3.00,Normal
809,371,75.0,98.0,16.0,3.00,Normal
1191,554,75.0,98.0,16.0,3.00,Normal
1572,736,75.0,98.0,16.0,3.00,Normal
1867,878,75.0,98.0,16.0,3.00,Normal
2005,943,75.0,98.0,16.0,3.00,Normal
1949,916,75.0,98.0,16.0,3.00,Normal
1706,799,75.0,98.0,16.0,3.00,Normal
1322,614,75.0,98.0,16.0,3.00,Normal
900,411,75.0,98.0,16.0,3.00,Normal
595,264,75.0,98.0,16.0,3.00,Normal
492,214,75.0,98.0,16.0,3.00,Normal
512,223,75.0,98.0,16.0,3.00,Normal
532,233,75.0,98.0,16.0,3.00,Normal
510,222,75.0,98.0,16.0,3.00,Normal
458,196,75.0,98.0,16.0,3.00,Normal
390,163,75.0,98.0,16.0,3.00,Normal
316,127,75.0,98.0,16.0,3.00,Normal
241,91,75.0,98.0,16.0,3.00,Normal
171,57,75.0,98.0,16.0,3.00,Normal
110,28,75.0,98.0,16.0,3.00,Normal
61,4,75.0,98.0,16.0,3.00,Normal
23,-14,75.0,98.0,16.0,3.00,Normal
-3,-27,75.0,98.0,16.0,3.00,Normal
-22,-36,75.0,98.0,16.0,3.00,Normal
-34,-42,75.0,98.0,16.0,3.00,Normal
-41,-45,75.0,98.0,16.0,3.00,Normal
-45,-47,75.0,98.0,16.0,3.00,Normal
-48,-49,75.0,98.0,16.0,3.00,Normal
-49,-49,75.0,98.0,16.0,3.00,Normal
-49,-50,75.0,98.0,16.0,3.00,Normal
-49,-50,75.0,98.0,16.0,3.00,Normal
-49,-50,75.0,98.0,16.0,3.00,Normal
-49,-49,75.0,98.0,16.0,3.00,Normal
-49,-49,75.0,98.0,16.0,3.00,Normal
-49,-49,75.0,98.0,16.0,3.00,Normal
-49,-49,75.0,98.0,16.0,3.00,Normal
-48,-48,75.0,98.0,16.0,3.00,Normal
453,192,75.0,98.0,16.0,3.00,Normal
776,348,75.0,98.0,16.0,3.00,Normal
1184,544,75.0,98.0,16.0,3.00,Normal
1628,757,75.0,98.0,16.0,3.00,Normal
2029,950,75.0,98.0,16.0,3.00,Normal
2301,1081,75.0,98.0,16.0,3.00,Normal
2383,1120,75.0,98.0,16.0,3.00,Normal
2253,1058,75.0,98.0,16.0,3.00,Normal
1929,903,75.0,98.0,16.0,3.00,Normal
1470,684,75.0,98.0,16.0,3.00,Normal
1008,462,75.0,98.0,16.0,3.00,Normal
710,320,75.0,98.0,16.0,3.00,Normal
649,291,75.0,98.0,16.0,3.00,Normal
695,314,75.0,98.0,16.0,3.00,Normal
700,317,75.0,98.0,16.0,3.00,Normal
658,298,75.0,98.0,16.0,3.00,Normal
590,266,75.0,98.0,16.0,3.00,Normal
507,227,75.0,98.0,16.0,3.00,Normal
418,184,75.0,98.0,16.0,3.00,Normal
329,142,75.0,98.0,16.0,3.00,Normal
246,103,75.0,98.0,16.0,3.00,Normal
174,70,75.0,98.0,16.0,3.00,Normal
116,43,75.0,98.0,16.0,3.00,Normal
71,22,75.0,98.0,16.0,3.00,Normal
39,7,75.0,98.0,16.0,3.00,Normal
