IR_Raw,RED_Raw,HR_BPM,SpO2_%,RR_BPM,PI_%,Condition
10,1,92.0,98.0,16.0,3.00,Strong Perf.
-3,-4,92.0,98.0,16.0,3.00,Strong Perf.
8,0,92.0,98.0,16.0,3.00,Strong Perf.
21,7,92.0,98.0,16.0,3.00,Strong Perf.
24,8,92.0,98.0,16.0,3.00,Strong Perf.
24,8,92.0,98.0,16.0,3.00,Strong Perf.
21,7,92.0,98.0,16.0,3.00,Strong Perf.
16,5,92.0,98.0,16.0,3.00,Strong Perf.
10,2,92.0,98.0,16.0,3.00,Strong Perf.
5,0,92.0,98.0,16.0,3.00,Strong Perf.
1,-1,92.0,98.0,16.0,3.00,Strong Perf.
-1,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
1,0,92.0,98.0,16.0,3.00,Strong Perf.
10,4,92.0,98.0,16.0,3.00,Strong Perf.
27,12,92.0,98.0,16.0,3.00,Strong Perf.
46,21,92.0,98.0,16.0,3.00,Strong Perf.
54,25,92.0,98.0,16.0,3.00,Strong Perf.
39,18,92.0,98.0,16.0,3.00,Strong Perf.
25,11,92.0,98.0,16.0,3.00,Strong Perf.
15,6,92.0,98.0,16.0,3.00,Strong Perf.
1,0,92.0,98.0,16.0,3.00,Strong Perf.
18,8,92.0,98.0,16.0,3.00,Strong Perf.
31,14,92.0,98.0,16.0,3.00,Strong Perf.
34,16,92.0,98.0,16.0,3.00,Strong Perf.
34,16,92.0,98.0,16.0,3.00,Strong Perf.
30,14,92.0,98.0,16.0,3.00,Strong Perf.
25,12,92.0,98.0,16.0,3.00,Strong Perf.
18,9,92.0,98.0,16.0,3.00,Strong Perf.
12,6,92.0,98.0,16.0,3.00,Strong Perf.
8,4,92.0,98.0,16.0,3.00,Strong Perf.
4,2,92.0,98.0,16.0,3.00,Strong Perf.
3,2,92.0,98.0,16.0,3.00,Strong Perf.
2,1,92.0,98.0,16.0,3.00,Strong Perf.
1,1,92.0,98.0,16.0,3.00,Strong Perf.
1,1,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
8,5,92.0,98.0,16.0,3.00,Strong Perf.
20,11,92.0,98.0,16.0,3.00,Strong Perf.
41,21,92.0,98.0,16.0,3.00,Strong Perf.
64,32,92.0,98.0,16.0,3.00,Strong Perf.
76,38,92.0,98.0,16.0,3.00,Strong Perf.
69,35,92.0,98.0,16.0,3.00,Strong Perf.
50,26,92.0,98.0,16.0,3.00,Strong Perf.
28,15,92.0,98.0,16.0,3.00,Strong Perf.
9,6,92.0,98.0,16.0,3.00,Strong Perf.
20,12,92.0,98.0,16.0,3.00,Strong Perf.
42,22,92.0,98.0,16.0,3.00,Strong Perf.
48,25,92.0,98.0,16.0,3.00,Strong Perf.
49,26,92.0,98.0,16.0,3.00,Strong Perf.
46,24,92.0,98.0,16.0,3.00,Strong Perf.
39,21,92.0,98.0,16.0,3.00,Strong Perf.
31,17,92.0,98.0,16.0,3.00,Strong Perf.
23,13,92.0,98.0,16.0,3.00,Strong Perf.
16,10,92.0,98.0,16.0,3.00,Strong Perf.
11,8,92.0,98.0,16.0,3.00,Strong Perf.
8,6,92.0,98.0,16.0,3.00,Strong Perf.
6,5,92.0,98.0,16.0,3.00,Strong Perf.
5,5,92.0,98.0,16.0,3.00,Strong Perf.
5,5,92.0,98.0,16.0,3.00,Strong Perf.
5,5,92.0,98.0,16.0,3.00,Strong Perf.
5,5,92.0,98.0,16.0,3.00,Strong Perf.
5,5,92.0,98.0,16.0,3.00,Strong Perf.
5,5,92.0,98.0,16.0,3.00,Strong Perf.
5,5,92.0,98.0,16.0,3.00,Strong Perf.
5,5,92.0,98.0,16.0,3.00,Strong Perf.
4,4,92.0,98.0,16.0,3.00,Strong Perf.
4,4,92.0,98.0,16.0,3.00,Strong Perf.
4,4,92.0,98.0,16.0,3.00,Strong Perf.
11,8,92.0,98.0,16.0,3.00,Strong Perf.
23,14,92.0,98.0,16.0,3.00,Strong Perf.
46,24,92.0,98.0,16.0,3.00,Strong Perf.
72,37,92.0,98.0,16.0,3.00,Strong Perf.
89,45,92.0,98.0,16.0,3.00,Strong Perf.
84,43,92.0,98.0,16.0,3.00,Strong Perf.
64,33,92.0,98.0,16.0,3.00,Strong Perf.
44,23,92.0,98.0,16.0,3.00,Strong Perf.
30,16,92.0,98.0,16.0,3.00,Strong Perf.
9,6,92.0,98.0,16.0,3.00,Strong Perf.
23,13,92.0,98.0,16.0,3.00,Strong Perf.
47,24,92.0,98.0,16.0,3.00,Strong Perf.
53,27,92.0,98.0,16.0,3.00,Strong Perf.
54,28,92.0,98.0,16.0,3.00,Strong Perf.
50,26,92.0,98.0,16.0,3.00,Strong Perf.
43,23,92.0,98.0,16.0,3.00,Strong Perf.
35,18,92.0,98.0,16.0,3.00,Strong Perf.
22,12,92.0,98.0,16.0,3.00,Strong Perf.
15,9,92.0,98.0,16.0,3.00,Strong Perf.
10,6,92.0,98.0,16.0,3.00,Strong Perf.
7,5,92.0,98.0,16.0,3.00,Strong Perf.
5,4,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
1,1,92.0,98.0,16.0,3.00,Strong Perf.
4,3,92.0,98.0,16.0,3.00,Strong Perf.
11,6,92.0,98.0,16.0,3.00,Strong Perf.
26,13,92.0,98.0,16.0,3.00,Strong Perf.
49,24,92.0,98.0,16.0,3.00,Strong Perf.
71,34,92.0,98.0,16.0,3.00,Strong Perf.
79,38,92.0,98.0,16.0,3.00,Strong Perf.
69,33,92.0,98.0,16.0,3.00,Strong Perf.
50,24,92.0,98.0,16.0,3.00,Strong Perf.
33,16,92.0,98.0,16.0,3.00,Strong Perf.
20,9,92.0,98.0,16.0,3.00,Strong Perf.
3,1,92.0,98.0,16.0,3.00,Strong Perf.
21,10,92.0,98.0,16.0,3.00,Strong Perf.
38,18,92.0,98.0,16.0,3.00,Strong Perf.
42,20,92.0,98.0,16.0,3.00,Strong Perf.
42,20,92.0,98.0,16.0,3.00,Strong Perf.
39,18,92.0,98.0,16.0,3.00,Strong Perf.
33,15,92.0,98.0,16.0,3.00,Strong Perf.
26,12,92.0,98.0,16.0,3.00,Strong Perf.
15,6,92.0,98.0,16.0,3.00,Strong Perf.
9,4,92.0,98.0,16.0,3.00,Strong Perf.
5,1,92.0,98.0,16.0,3.00,Strong Perf.
2,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,-1,92.0,98.0,16.0,3.00,Strong Perf.
-1,-1,92.0,98.0,16.0,3.00,Strong Perf.
-1,-1,92.0,98.0,16.0,3.00,Strong Perf.
-1,-1,92.0,98.0,16.0,3.00,Strong Perf.
-1,-1,92.0,98.0,16.0,3.00,Strong Perf.
-1,-1,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
1,0,92.0,98.0,16.0,3.00,Strong Perf.
11,3,92.0,98.0,16.0,3.00,Strong Perf.
28,12,92.0,98.0,16.0,3.00,Strong Perf.
47,21,92.0,98.0,16.0,3.00,Strong Perf.
56,25,92.0,98.0,16.0,3.00,Strong Perf.
49,22,92.0,98.0,16.0,3.00,Strong Perf.
32,14,92.0,98.0,16.0,3.00,Strong Perf.
19,7,92.0,98.0,16.0,3.00,Strong Perf.
7,1,92.0,98.0,16.0,3.00,Strong Perf.
0,-1,92.0,98.0,16.0,3.00,Strong Perf.
20,8,92.0,98.0,16.0,3.00,Strong Perf.
28,11,92.0,98.0,16.0,3.00,Strong Perf.
29,12,92.0,98.0,16.0,3.00,Strong Perf.
25,10,92.0,98.0,16.0,3.00,Strong Perf.
20,7,92.0,98.0,16.0,3.00,Strong Perf.
13,4,92.0,98.0,16.0,3.00,Strong Perf.
8,1,92.0,98.0,16.0,3.00,Strong Perf.
3,0,92.0,98.0,16.0,3.00,Strong Perf.
0,-1,92.0,98.0,16.0,3.00,Strong Perf.
-1,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-1,-2,92.0,98.0,16.0,3.00,Strong Perf.
3,0,92.0,98.0,16.0,3.00,Strong Perf.
15,5,92.0,98.0,16.0,3.00,Strong Perf.
32,13,92.0,98.0,16.0,3.00,Strong Perf.
45,20,92.0,98.0,16.0,3.00,Strong Perf.
45,19,92.0,98.0,16.0,3.00,Strong Perf.
33,13,92.0,98.0,16.0,3.00,Strong Perf.
19,7,92.0,98.0,16.0,3.00,Strong Perf.
10,3,92.0,98.0,16.0,3.00,Strong Perf.
-1,-2,92.0,98.0,16.0,3.00,Strong Perf.
13,4,92.0,98.0,16.0,3.00,Strong Perf.
24,9,92.0,98.0,16.0,3.00,Strong Perf.
26,11,92.0,98.0,16.0,3.00,Strong Perf.
26,10,92.0,98.0,16.0,3.00,Strong Perf.
22,9,92.0,98.0,16.0,3.00,Strong Perf.
17,6,92.0,98.0,16.0,3.00,Strong Perf.
9,2,92.0,98.0,16.0,3.00,Strong Perf.
4,0,92.0,98.0,16.0,3.00,Strong Perf.
1,0,92.0,98.0,16.0,3.00,Strong Perf.
0,-1,92.0,98.0,16.0,3.00,Strong Perf.
-1,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-2,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
7,2,92.0,98.0,16.0,3.00,Strong Perf.
21,9,92.0,98.0,16.0,3.00,Strong Perf.
42,19,92.0,98.0,16.0,3.00,Strong Perf.
57,26,92.0,98.0,16.0,3.00,Strong Perf.
55,25,92.0,98.0,16.0,3.00,Strong Perf.
40,18,92.0,98.0,16.0,3.00,Strong Perf.
25,11,92.0,98.0,16.0,3.00,Strong Perf.
13,6,92.0,98.0,16.0,3.00,Strong Perf.
1,0,92.0,98.0,16.0,3.00,Strong Perf.
23,10,92.0,98.0,16.0,3.00,Strong Perf.
34,16,92.0,98.0,16.0,3.00,Strong Perf.
36,17,92.0,98.0,16.0,3.00,Strong Perf.
35,16,92.0,98.0,16.0,3.00,Strong Perf.
31,14,92.0,98.0,16.0,3.00,Strong Perf.
24,11,92.0,98.0,16.0,3.00,Strong Perf.
17,8,92.0,98.0,16.0,3.00,Strong Perf.
11,5,92.0,98.0,16.0,3.00,Strong Perf.
6,3,92.0,98.0,16.0,3.00,Strong Perf.
2,1,92.0,98.0,16.0,3.00,Strong Perf.
1,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
1,1,92.0,98.0,16.0,3.00,Strong Perf.
1,1,92.0,98.0,16.0,3.00,Strong Perf.
1,1,92.0,98.0,16.0,3.00,Strong Perf.
6,3,92.0,98.0,16.0,3.00,Strong Perf.
16,8,92.0,98.0,16.0,3.00,Strong Perf.
35,17,92.0,98.0,16.0,3.00,Strong Perf.
60,29,92.0,98.0,16.0,3.00,Strong Perf.
77,38,92.0,98.0,16.0,3.00,Strong Perf.
76,37,92.0,98.0,16.0,3.00,Strong Perf.
59,29,92.0,98.0,16.0,3.00,Strong Perf.
40,20,92.0,98.0,16.0,3.00,Strong Perf.
27,14,92.0,98.0,16.0,3.00,Strong Perf.
8,5,92.0,98.0,16.0,3.00,Strong Perf.
16,9,92.0,98.0,16.0,3.00,Strong Perf.
41,21,92.0,98.0,16.0,3.00,Strong Perf.
48,24,92.0,98.0,16.0,3.00,Strong Perf.
50,25,92.0,98.0,16.0,3.00,Strong Perf.
47,24,92.0,98.0,16.0,3.00,Strong Perf.
42,21,92.0,98.0,16.0,3.00,Strong Perf.
34,17,92.0,98.0,16.0,3.00,Strong Perf.
25,13,92.0,98.0,16.0,3.00,Strong Perf.
18,10,92.0,98.0,16.0,3.00,Strong Perf.
12,7,92.0,98.0,16.0,3.00,Strong Perf.
8,5,92.0,98.0,16.0,3.00,Strong Perf.
5,4,92.0,98.0,16.0,3.00,Strong Perf.
4,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
6,5,92.0,98.0,16.0,3.00,Strong Perf.
13,8,92.0,98.0,16.0,3.00,Strong Perf.
30,16,92.0,98.0,16.0,3.00,Strong Perf.
55,28,92.0,98.0,16.0,3.00,Strong Perf.
80,40,92.0,98.0,16.0,3.00,Strong Perf.
89,44,92.0,98.0,16.0,3.00,Strong Perf.
77,39,92.0,98.0,16.0,3.00,Strong Perf.
55,28,92.0,98.0,16.0,3.00,Strong Perf.
37,20,92.0,98.0,16.0,3.00,Strong Perf.
21,12,92.0,98.0,16.0,3.00,Strong Perf.
7,5,92.0,98.0,16.0,3.00,Strong Perf.
35,18,92.0,98.0,16.0,3.00,Strong Perf.
49,25,92.0,98.0,16.0,3.00,Strong Perf.
52,27,92.0,98.0,16.0,3.00,Strong Perf.
52,26,92.0,98.0,16.0,3.00,Strong Perf.
47,24,92.0,98.0,16.0,3.00,Strong Perf.
39,20,92.0,98.0,16.0,3.00,Strong Perf.
30,16,92.0,98.0,16.0,3.00,Strong Perf.
22,12,92.0,98.0,16.0,3.00,Strong Perf.
15,9,92.0,98.0,16.0,3.00,Strong Perf.
10,7,92.0,98.0,16.0,3.00,Strong Perf.
7,5,92.0,98.0,16.0,3.00,Strong Perf.
5,4,92.0,98.0,16.0,3.00,Strong Perf.
4,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
3,3,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
2,2,92.0,98.0,16.0,3.00,Strong Perf.
8,5,92.0,98.0,16.0,3.00,Strong Perf.
19,10,92.0,98.0,16.0,3.00,Strong Perf.
40,20,92.0,98.0,16.0,3.00,Strong Perf.
63,31,92.0,98.0,16.0,3.00,Strong Perf.
76,37,92.0,98.0,16.0,3.00,Strong Perf.
68,34,92.0,98.0,16.0,3.00,Strong Perf.
49,24,92.0,98.0,16.0,3.00,Strong Perf.
32,16,92.0,98.0,16.0,3.00,Strong Perf.
19,10,92.0,98.0,16.0,3.00,Strong Perf.
4,3,92.0,98.0,16.0,3.00,Strong Perf.
26,13,92.0,98.0,16.0,3.00,Strong Perf.
39,19,92.0,98.0,16.0,3.00,Strong Perf.
41,20,92.0,98.0,16.0,3.00,Strong Perf.
40,20,92.0,98.0,16.0,3.00,Strong Perf.
36,18,92.0,98.0,16.0,3.00,Strong Perf.
29,14,92.0,98.0,16.0,3.00,Strong Perf.
22,11,92.0,98.0,16.0,3.00,Strong Perf.
15,7,92.0,98.0,16.0,3.00,Strong Perf.
9,4,92.0,98.0,16.0,3.00,Strong Perf.
5,3,92.0,98.0,16.0,3.00,Strong Perf.
3,1,92.0,98.0,16.0,3.00,Strong Perf.
1,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
0,0,92.0,98.0,16.0,3.00,Strong Perf.
-1,-1,92.0,98.0,16.0,3.00,Strong Perf.
3,1,92.0,98.0,16.0,3.00,Strong Perf.
13,5,92.0,98.0,16.0,3.00,Strong Perf.
29,13,92.0,98.0,16.0,3.00,Strong Perf.
46,21,92.0,98.0,16.0,3.00,Strong Perf.
54,25,92.0,98.0,16.0,3.00,Strong Perf.
47,21,92.0,98.0,16.0,3.00,Strong Perf.
32,14,92.0,98.0,16.0,3.00,Strong Perf.
19,8,92.0,98.0,16.0,3.00,Strong Perf.
8,3,92.0,98.0,16.0,3.00,Strong Perf.
0,-1,92.0,98.0,16.0,3.00,Strong Perf.
18,7,92.0,98.0,16.0,3.00,Strong Perf.
28,12,92.0,98.0,16.0,3.00,Strong Perf.
28,12,92.0,98.0,16.0,3.00,Strong Perf.
25,10,92.0,98.0,16.0,3.00,Strong Perf.
20,8,92.0,98.0,16.0,3.00,Strong Perf.
15,5,92.0,98.0,16.0,3.00,Strong Perf.
9,2,92.0,98.0,16.0,3.00,Strong Perf.
4,0,92.0,98.0,16.0,3.00,Strong Perf.
1,-1,92.0,98.0,16.0,3.00,Strong Perf.
-1,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-4,92.0,98.0,16.0,3.00,Strong Perf.
-4,-4,92.0,98.0,16.0,3.00,Strong Perf.
-4,-4,92.0,98.0,16.0,3.00,Strong Perf.
-4,-4,92.0,98.0,16.0,3.00,Strong Perf.
-4,-4,92.0,98.0,16.0,3.00,Strong Perf.
-4,-4,92.0,98.0,16.0,3.00,Strong Perf.
-4,-4,92.0,98.0,16.0,3.00,Strong Perf.
-4,-4,92.0,98.0,16.0,3.00,Strong Perf.
-4,-4,92.0,98.0,16.0,3.00,Strong Perf.
-1,-3,92.0,98.0,16.0,3.00,Strong Perf.
6,0,92.0,98.0,16.0,3.00,Strong Perf.
20,7,92.0,98.0,16.0,3.00,Strong Perf.
38,15,92.0,98.0,16.0,3.00,Strong Perf.
47,20,92.0,98.0,16.0,3.00,Strong Perf.
41,17,92.0,98.0,16.0,3.00,Strong Perf.
27,10,92.0,98.0,16.0,3.00,Strong Perf.
16,5,92.0,98.0,16.0,3.00,Strong Perf.
5,0,92.0,98.0,16.0,3.00,Strong Perf.
-1,-3,92.0,98.0,16.0,3.00,Strong Perf.
17,5,92.0,98.0,16.0,3.00,Strong Perf.
24,9,92.0,98.0,16.0,3.00,Strong Perf.
26,10,92.0,98.0,16.0,3.00,Strong Perf.
25,9,92.0,98.0,16.0,3.00,Strong Perf.
21,7,92.0,98.0,16.0,3.00,Strong Perf.
15,5,92.0,98.0,16.0,3.00,Strong Perf.
9,2,92.0,98.0,16.0,3.00,Strong Perf.
4,0,92.0,98.0,16.0,3.00,Strong Perf.
0,-2,92.0,98.0,16.0,3.00,Strong Perf.
-2,-3,92.0,98.0,16.0,3.00,Strong Perf.
-3,-4,92.0,98.0,16.0,3.00,Strong Perf.
-4,-4,92.0,98.0,16.0,3.00,Strong Perf.
-4,-4,92.0,98.0,16.0,3.00,Strong Perf.
-4,-4,92.0,98.0,16.0,3.00,Strong Perf.
-4,-4,92.0,98.0,16.0,3.00,Strong Perf.
