IR_Raw,RED_Raw,HR_BPM,SpO2_%,RR_BPM,PI_%,Condition
1412,989,115.0,98.0,31.1,3.24,Normal
2456,1492,115.0,98.0,31.1,3.24,Normal
3515,2001,115.0,98.0,31.1,3.24,Normal
3659,2073,115.0,98.0,31.1,3.24,Normal
2687,1611,115.0,98.0,31.1,3.24,Normal
1615,1100,115.0,98.0,31.1,3.24,Normal
1560,1076,115.0,98.0,31.1,3.24,Normal
1544,1070,115.0,98.0,31.1,3.24,Normal
1346,978,115.0,98.0,31.1,3.24,Normal
1102,863,115.0,98.0,31.1,3.24,Normal
900,768,115.0,98.0,31.1,3.24,Normal
762,704,115.0,98.0,31.1,3.24,Normal
693,672,115.0,98.0,31.1,3.24,Normal
666,660,115.0,98.0,31.1,3.24,Normal
659,657,115.0,98.0,31.1,3.24,Normal
658,657,115.0,98.0,31.1,3.24,Normal
658,658,115.0,98.0,31.1,3.24,Normal
658,658,115.0,98.0,31.1,3.24,Normal
657,657,115.0,98.0,31.1,3.24,Normal
1554,1086,115.0,98.0,31.1,3.24,Normal
2704,1636,115.0,98.0,31.1,3.24,Normal
3794,2157,115.0,98.0,31.1,3.24,Normal
3819,2167,115.0,98.0,31.1,3.24,Normal
2731,1646,115.0,98.0,31.1,3.24,Normal
1651,1126,115.0,98.0,31.1,3.24,Normal
1519,1061,115.0,98.0,31.1,3.24,Normal
1501,1050,115.0,98.0,31.1,3.24,Normal
1304,953,115.0,98.0,31.1,3.24,Normal
1073,841,115.0,98.0,31.1,3.24,Normal
860,737,115.0,98.0,31.1,3.24,Normal
726,670,115.0,98.0,31.1,3.24,Normal
653,632,115.0,98.0,31.1,3.24,Normal
620,613,115.0,98.0,31.1,3.24,Normal
605,603,115.0,98.0,31.1,3.24,Normal
598,598,115.0,98.0,31.1,3.24,Normal
592,592,115.0,98.0,31.1,3.24,Normal
588,588,115.0,98.0,31.1,3.24,Normal
583,583,115.0,98.0,31.1,3.24,Normal
1076,817,115.0,98.0,31.1,3.24,Normal
1843,1182,115.0,98.0,31.1,3.24,Normal
2624,1554,115.0,98.0,31.1,3.24,Normal
2812,1642,115.0,98.0,31.1,3.24,Normal
2198,1347,115.0,98.0,31.1,3.24,Normal
1320,925,115.0,98.0,31.1,3.24,Normal
1146,841,115.0,98.0,31.1,3.24,Normal
1144,839,115.0,98.0,31.1,3.24,Normal
1020,779,115.0,98.0,31.1,3.24,Normal
858,701,115.0,98.0,31.1,3.24,Normal
715,633,115.0,98.0,31.1,3.24,Normal
628,591,115.0,98.0,31.1,3.24,Normal
583,571,115.0,98.0,31.1,3.24,Normal
568,564,115.0,98.0,31.1,3.24,Normal
565,564,115.0,98.0,31.1,3.24,Normal
566,566,115.0,98.0,31.1,3.24,Normal
569,569,115.0,98.0,31.1,3.24,Normal
574,574,115.0,98.0,31.1,3.24,Normal
578,578,115.0,98.0,31.1,3.24,Normal
1269,912,115.0,98.0,31.1,3.24,Normal
2257,1388,115.0,98.0,31.1,3.24,Normal
2968,1731,115.0,98.0,31.1,3.24,Normal
2703,1608,115.0,98.0,31.1,3.24,Normal
1704,1133,115.0,98.0,31.1,3.24,Normal
1294,940,115.0,98.0,31.1,3.24,Normal
1359,975,115.0,98.0,31.1,3.24,Normal
1229,916,115.0,98.0,31.1,3.24,Normal
1024,822,115.0,98.0,31.1,3.24,Normal
852,743,115.0,98.0,31.1,3.24,Normal
741,694,115.0,98.0,31.1,3.24,Normal
688,672,115.0,98.0,31.1,3.24,Normal
673,669,115.0,98.0,31.1,3.24,Normal
673,672,115.0,98.0,31.1,3.24,Normal
679,678,115.0,98.0,31.1,3.24,Normal
685,685,115.0,98.0,31.1,3.24,Normal
691,691,115.0,98.0,31.1,3.24,Normal
1055,868,115.0,98.0,31.1,3.24,Normal
2290,1462,115.0,98.0,31.1,3.24,Normal
3599,2092,115.0,98.0,31.1,3.24,Normal
4095,2433,115.0,98.0,31.1,3.24,Normal
3703,2146,115.0,98.0,31.1,3.24,Normal
2334,1492,115.0,98.0,31.1,3.24,Normal
1708,1193,115.0,98.0,31.1,3.24,Normal
1783,1231,115.0,98.0,31.1,3.24,Normal
1657,1171,115.0,98.0,31.1,3.24,Normal
1404,1050,115.0,98.0,31.1,3.24,Normal
1151,929,115.0,98.0,31.1,3.24,Normal
944,829,115.0,98.0,31.1,3.24,Normal
817,767,115.0,98.0,31.1,3.24,Normal
754,736,115.0,98.0,31.1,3.24,Normal
727,721,115.0,98.0,31.1,3.24,Normal
716,715,115.0,98.0,31.1,3.24,Normal
710,710,115.0,98.0,31.1,3.24,Normal
704,704,115.0,98.0,31.1,3.24,Normal
699,699,115.0,98.0,31.1,3.24,Normal
693,693,115.0,98.0,31.1,3.24,Normal
1706,1174,115.0,98.0,31.1,3.24,Normal
2939,1762,115.0,98.0,31.1,3.24,Normal
3937,2236,115.0,98.0,31.1,3.24,Normal
3828,2180,115.0,98.0,31.1,3.24,Normal
2594,1585,115.0,98.0,31.1,3.24,Normal
1574,1092,115.0,98.0,31.1,3.24,Normal
1525,1064,115.0,98.0,31.1,3.24,Normal
1446,1022,115.0,98.0,31.1,3.24,Normal
1227,912,115.0,98.0,31.1,3.24,Normal
984,792,115.0,98.0,31.1,3.24,Normal
797,697,115.0,98.0,31.1,3.24,Normal
680,637,115.0,98.0,31.1,3.24,Normal
617,602,115.0,98.0,31.1,3.24,Normal
588,585,115.0,98.0,31.1,3.24,Normal
575,574,115.0,98.0,31.1,3.24,Normal
565,565,115.0,98.0,31.1,3.24,Normal
558,558,115.0,98.0,31.1,3.24,Normal
551,551,115.0,98.0,31.1,3.24,Normal
544,544,115.0,98.0,31.1,3.24,Normal
1315,911,115.0,98.0,31.1,3.24,Normal
2248,1355,115.0,98.0,31.1,3.24,Normal
2806,1620,115.0,98.0,31.1,3.24,Normal
2367,1408,115.0,98.0,31.1,3.24,Normal
1406,945,115.0,98.0,31.1,3.24,Normal
1115,805,115.0,98.0,31.1,3.24,Normal
1132,812,115.0,98.0,31.1,3.24,Normal
1003,749,115.0,98.0,31.1,3.24,Normal
825,664,115.0,98.0,31.1,3.24,Normal
675,591,115.0,98.0,31.1,3.24,Normal
582,548,115.0,98.0,31.1,3.24,Normal
540,528,115.0,98.0,31.1,3.24,Normal
525,523,115.0,98.0,31.1,3.24,Normal
524,523,115.0,98.0,31.1,3.24,Normal
526,526,115.0,98.0,31.1,3.24,Normal
529,529,115.0,98.0,31.1,3.24,Normal
534,534,115.0,98.0,31.1,3.24,Normal
1052,785,115.0,98.0,31.1,3.24,Normal
1914,1200,115.0,98.0,31.1,3.24,Normal
2929,1690,115.0,98.0,31.1,3.24,Normal
3166,1806,115.0,98.0,31.1,3.24,Normal
2334,1411,115.0,98.0,31.1,3.24,Normal
1389,962,115.0,98.0,31.1,3.24,Normal
1390,966,115.0,98.0,31.1,3.24,Normal
1358,955,115.0,98.0,31.1,3.24,Normal
1162,865,115.0,98.0,31.1,3.24,Normal
943,764,115.0,98.0,31.1,3.24,Normal
773,687,115.0,98.0,31.1,3.24,Normal
682,646,115.0,98.0,31.1,3.24,Normal
642,631,115.0,98.0,31.1,3.24,Normal
633,630,115.0,98.0,31.1,3.24,Normal
635,635,115.0,98.0,31.1,3.24,Normal
640,640,115.0,98.0,31.1,3.24,Normal
647,647,115.0,98.0,31.1,3.24,Normal
652,652,115.0,98.0,31.1,3.24,Normal
1456,1040,115.0,98.0,31.1,3.24,Normal
2555,1569,115.0,98.0,31.1,3.24,Normal
3841,2187,115.0,98.0,31.1,3.24,Normal
4095,2347,115.0,98.0,31.1,3.24,Normal
3269,1917,115.0,98.0,31.1,3.24,Normal
1981,1301,115.0,98.0,31.1,3.24,Normal
1636,1137,115.0,98.0,31.1,3.24,Normal
1687,1162,115.0,98.0,31.1,3.24,Normal
1516,1081,115.0,98.0,31.1,3.24,Normal
1251,955,115.0,98.0,31.1,3.24,Normal
1010,839,115.0,98.0,31.1,3.24,Normal
843,758,115.0,98.0,31.1,3.24,Normal
742,709,115.0,98.0,31.1,3.24,Normal
700,688,115.0,98.0,31.1,3.24,Normal
681,678,115.0,98.0,31.1,3.24,Normal
674,673,115.0,98.0,31.1,3.24,Normal
670,670,115.0,98.0,31.1,3.24,Normal
666,666,115.0,98.0,31.1,3.24,Normal
662,662,115.0,98.0,31.1,3.24,Normal
774,714,115.0,98.0,31.1,3.24,Normal
1898,1250,115.0,98.0,31.1,3.24,Normal
3040,1794,115.0,98.0,31.1,3.24,Normal
3679,2098,115.0,98.0,31.1,3.24,Normal
3281,1905,115.0,98.0,31.1,3.24,Normal
2102,1337,115.0,98.0,31.1,3.24,Normal
1394,996,115.0,98.0,31.1,3.24,Normal
1419,1005,115.0,98.0,31.1,3.24,Normal
1313,951,115.0,98.0,31.1,3.24,Normal
1109,851,115.0,98.0,31.1,3.24,Normal
911,754,115.0,98.0,31.1,3.24,Normal
755,677,115.0,98.0,31.1,3.24,Normal
664,631,115.0,98.0,31.1,3.24,Normal
620,608,115.0,98.0,31.1,3.24,Normal
600,596,115.0,98.0,31.1,3.24,Normal
592,591,115.0,98.0,31.1,3.24,Normal
589,589,115.0,98.0,31.1,3.24,Normal
586,586,115.0,98.0,31.1,3.24,Normal
584,584,115.0,98.0,31.1,3.24,Normal
583,583,115.0,98.0,31.1,3.24,Normal
1242,898,115.0,98.0,31.1,3.24,Normal
2021,1271,115.0,98.0,31.1,3.24,Normal
2586,1542,115.0,98.0,31.1,3.24,Normal
2431,1468,115.0,98.0,31.1,3.24,Normal
1614,1078,115.0,98.0,31.1,3.24,Normal
1136,850,115.0,98.0,31.1,3.24,Normal
1182,873,115.0,98.0,31.1,3.24,Normal
1117,842,115.0,98.0,31.1,3.24,Normal
971,774,115.0,98.0,31.1,3.24,Normal
820,703,115.0,98.0,31.1,3.24,Normal
708,652,115.0,98.0,31.1,3.24,Normal
650,626,115.0,98.0,31.1,3.24,Normal
624,616,115.0,98.0,31.1,3.24,Normal
619,616,115.0,98.0,31.1,3.24,Normal
621,620,115.0,98.0,31.1,3.24,Normal
625,625,115.0,98.0,31.1,3.24,Normal
630,630,115.0,98.0,31.1,3.24,Normal
635,635,115.0,98.0,31.1,3.24,Normal
1216,917,115.0,98.0,31.1,3.24,Normal
2186,1385,115.0,98.0,31.1,3.24,Normal
3273,1908,115.0,98.0,31.1,3.24,Normal
3624,2078,115.0,98.0,31.1,3.24,Normal
2900,1734,115.0,98.0,31.1,3.24,Normal
1774,1198,115.0,98.0,31.1,3.24,Normal
1534,1085,115.0,98.0,31.1,3.24,Normal
1585,1111,115.0,98.0,31.1,3.24,Normal
1424,1037,115.0,98.0,31.1,3.24,Normal
1194,928,115.0,98.0,31.1,3.24,Normal
984,829,115.0,98.0,31.1,3.24,Normal
834,759,115.0,98.0,31.1,3.24,Normal
753,721,115.0,98.0,31.1,3.24,Normal
713,703,115.0,98.0,31.1,3.24,Normal
699,696,115.0,98.0,31.1,3.24,Normal
696,695,115.0,98.0,31.1,3.24,Normal
695,695,115.0,98.0,31.1,3.24,Normal
694,694,115.0,98.0,31.1,3.24,Normal
692,692,115.0,98.0,31.1,3.24,Normal
779,733,115.0,98.0,31.1,3.24,Normal
2410,1513,115.0,98.0,31.1,3.24,Normal
3763,2159,115.0,98.0,31.1,3.24,Normal
4095,2454,115.0,98.0,31.1,3.24,Normal
3705,2126,115.0,98.0,31.1,3.24,Normal
2263,1433,115.0,98.0,31.1,3.24,Normal
1621,1124,115.0,98.0,31.1,3.24,Normal
1678,1148,115.0,98.0,31.1,3.24,Normal
1532,1074,115.0,98.0,31.1,3.24,Normal
1293,957,115.0,98.0,31.1,3.24,Normal
1050,837,115.0,98.0,31.1,3.24,Normal
844,735,115.0,98.0,31.1,3.24,Normal
715,669,115.0,98.0,31.1,3.24,Normal
650,634,115.0,98.0,31.1,3.24,Normal
620,615,115.0,98.0,31.1,3.24,Normal
605,604,115.0,98.0,31.1,3.24,Normal
595,595,115.0,98.0,31.1,3.24,Normal
587,587,115.0,98.0,31.1,3.24,Normal
579,579,115.0,98.0,31.1,3.24,Normal
572,572,115.0,98.0,31.1,3.24,Normal
1304,919,115.0,98.0,31.1,3.24,Normal
2295,1390,115.0,98.0,31.1,3.24,Normal
3122,1782,115.0,98.0,31.1,3.24,Normal
2976,1709,115.0,98.0,31.1,3.24,Normal
1920,1200,115.0,98.0,31.1,3.24,Normal
1227,865,115.0,98.0,31.1,3.24,Normal
1226,862,115.0,98.0,31.1,3.24,Normal
1121,809,115.0,98.0,31.1,3.24,Normal
928,715,115.0,98.0,31.1,3.24,Normal
744,625,115.0,98.0,31.1,3.24,Normal
617,562,115.0,98.0,31.1,3.24,Normal
550,529,115.0,98.0,31.1,3.24,Normal
522,515,115.0,98.0,31.1,3.24,Normal
513,511,115.0,98.0,31.1,3.24,Normal
511,510,115.0,98.0,31.1,3.24,Normal
511,511,115.0,98.0,31.1,3.24,Normal
512,512,115.0,98.0,31.1,3.24,Normal
515,515,115.0,98.0,31.1,3.24,Normal
1158,825,115.0,98.0,31.1,3.24,Normal
2003,1231,115.0,98.0,31.1,3.24,Normal
2687,1561,115.0,98.0,31.1,3.24,Normal
2573,1509,115.0,98.0,31.1,3.24,Normal
1720,1103,115.0,98.0,31.1,3.24,Normal
1174,844,115.0,98.0,31.1,3.24,Normal
1229,875,115.0,98.0,31.1,3.24,Normal
1157,843,115.0,98.0,31.1,3.24,Normal
987,766,115.0,98.0,31.1,3.24,Normal
817,689,115.0,98.0,31.1,3.24,Normal
695,634,115.0,98.0,31.1,3.24,Normal
633,610,115.0,98.0,31.1,3.24,Normal
610,603,115.0,98.0,31.1,3.24,Normal
608,607,115.0,98.0,31.1,3.24,Normal
614,613,115.0,98.0,31.1,3.24,Normal
622,622,115.0,98.0,31.1,3.24,Normal
630,630,115.0,98.0,31.1,3.24,Normal
638,638,115.0,98.0,31.1,3.24,Normal
1425,1020,115.0,98.0,31.1,3.24,Normal
2468,1523,115.0,98.0,31.1,3.24,Normal
3566,2053,115.0,98.0,31.1,3.24,Normal
3766,2153,115.0,98.0,31.1,3.24,Normal
2866,1725,115.0,98.0,31.1,3.24,Normal
1715,1177,115.0,98.0,31.1,3.24,Normal
1598,1125,115.0,98.0,31.1,3.24,Normal
1609,1133,115.0,98.0,31.1,3.24,Normal
1421,1045,115.0,98.0,31.1,3.24,Normal
1180,932,115.0,98.0,31.1,3.24,Normal
966,832,115.0,98.0,31.1,3.24,Normal
827,766,115.0,98.0,31.1,3.24,Normal
756,733,115.0,98.0,31.1,3.24,Normal
727,720,115.0,98.0,31.1,3.24,Normal
719,717,115.0,98.0,31.1,3.24,Normal
575,572,115.0,98.0,31.1,3.24,Normal
572,571,115.0,98.0,31.1,3.24,Normal
572,572,115.0,98.0,31.1,3.24,Normal
574,574,115.0,98.0,31.1,3.24,Normal
576,576,115.0,98.0,31.1,3.24,Normal
579,579,115.0,98.0,31.1,3.24,Normal
1634,1086,115.0,98.0,31.1,3.24,Normal
2623,1562,115.0,98.0,31.1,3.24,Normal
3094,1790,115.0,98.0,31.1,3.24,Normal
2539,1526,115.0,98.0,31.1,3.24,Normal
1502,1031,115.0,98.0,31.1,3.24,Normal
1343,958,115.0,98.0,31.1,3.24,Normal
1361,969,115.0,98.0,31.1,3.24,Normal
1202,895,115.0,98.0,31.1,3.24,Normal
993,798,115.0,98.0,31.1,3.24,Normal
816,716,115.0,98.0,31.1,3.24,Normal
708,666,115.0,98.0,31.1,3.24,Normal
660,645,115.0,98.0,31.1,3.24,Normal
644,641,115.0,98.0,31.1,3.24,Normal
643,641,115.0,98.0,31.1,3.24,Normal
645,645,115.0,98.0,31.1,3.24,Normal
648,648,115.0,98.0,31.1,3.24,Normal
652,652,115.0,98.0,31.1,3.24,Normal
655,655,115.0,98.0,31.1,3.24,Normal
2252,1421,115.0,98.0,31.1,3.24,Normal
3592,2064,115.0,98.0,31.1,3.24,Normal
4095,2352,115.0,98.0,31.1,3.24,Normal
3452,1998,115.0,98.0,31.1,3.24,Normal
2025,1315,115.0,98.0,31.1,3.24,Normal
1626,1123,115.0,98.0,31.1,3.24,Normal
1671,1145,115.0,98.0,31.1,3.24,Normal
1482,1054,115.0,98.0,31.1,3.24,Normal
1220,928,115.0,98.0,31.1,3.24,Normal
962,803,115.0,98.0,31.1,3.24,Normal
798,723,115.0,98.0,31.1,3.24,Normal
705,677,115.0,98.0,31.1,3.24,Normal
664,656,115.0,98.0,31.1,3.24,Normal
648,646,115.0,98.0,31.1,3.24,Normal
641,640,115.0,98.0,31.1,3.24,Normal
635,635,115.0,98.0,31.1,3.24,Normal
630,630,115.0,98.0,31.1,3.24,Normal
625,625,115.0,98.0,31.1,3.24,Normal
1270,931,115.0,98.0,31.1,3.24,Normal
2351,1446,115.0,98.0,31.1,3.24,Normal
3374,1933,115.0,98.0,31.1,3.24,Normal
3594,2035,115.0,98.0,31.1,3.24,Normal
2820,1661,115.0,98.0,31.1,3.24,Normal
1656,1101,115.0,98.0,31.1,3.24,Normal
1347,949,115.0,98.0,31.1,3.24,Normal
1358,952,115.0,98.0,31.1,3.24,Normal
1217,881,115.0,98.0,31.1,3.24,Normal
1009,778,115.0,98.0,31.1,3.24,Normal
822,687,115.0,98.0,31.1,3.24,Normal
683,617,115.0,98.0,31.1,3.24,Normal
601,576,115.0,98.0,31.1,3.24,Normal
564,555,115.0,98.0,31.1,3.24,Normal
548,546,115.0,98.0,31.1,3.24,Normal
542,541,115.0,98.0,31.1,3.24,Normal
538,538,115.0,98.0,31.1,3.24,Normal
536,536,115.0,98.0,31.1,3.24,Normal
535,535,115.0,98.0,31.1,3.24,Normal
534,534,115.0,98.0,31.1,3.24,Normal
1303,902,115.0,98.0,31.1,3.24,Normal
2097,1283,115.0,98.0,31.1,3.24,Normal
2589,1518,115.0,98.0,31.1,3.24,Normal
2318,1389,115.0,98.0,31.1,3.24,Normal
1485,991,115.0,98.0,31.1,3.24,Normal
1096,807,115.0,98.0,31.1,3.24,Normal
1138,828,115.0,98.0,31.1,3.24,Normal
1057,792,115.0,98.0,31.1,3.24,Normal
908,723,115.0,98.0,31.1,3.24,Normal
762,655,115.0,98.0,31.1,3.24,Normal
657,608,115.0,98.0,31.1,3.24,Normal
605,586,115.0,98.0,31.1,3.24,Normal
587,582,115.0,98.0,31.1,3.24,Normal
587,585,115.0,98.0,31.1,3.24,Normal
591,591,115.0,98.0,31.1,3.24,Normal
599,598,115.0,98.0,31.1,3.24,Normal
607,607,115.0,98.0,31.1,3.24,Normal
615,615,115.0,98.0,31.1,3.24,Normal
1364,978,115.0,98.0,31.1,3.24,Normal
2402,1479,115.0,98.0,31.1,3.24,Normal
3378,1951,115.0,98.0,31.1,3.24,Normal
3385,1959,115.0,98.0,31.1,3.24,Normal
2288,1438,115.0,98.0,31.1,3.24,Normal
1494,1061,115.0,98.0,31.1,3.24,Normal
1557,1096,115.0,98.0,31.1,3.24,Normal
1470,1058,115.0,98.0,31.1,3.24,Normal
1259,961,115.0,98.0,31.1,3.24,Normal
1028,854,115.0,98.0,31.1,3.24,Normal
858,775,115.0,98.0,31.1,3.24,Normal
769,736,115.0,98.0,31.1,3.24,Normal
730,720,115.0,98.0,31.1,3.24,Normal
720,718,115.0,98.0,31.1,3.24,Normal
721,720,115.0,98.0,31.1,3.24,Normal
723,723,115.0,98.0,31.1,3.24,Normal
726,726,115.0,98.0,31.1,3.24,Normal
729,729,115.0,98.0,31.1,3.24,Normal
1687,1188,115.0,98.0,31.1,3.24,Normal
2947,1793,115.0,98.0,31.1,3.24,Normal
4047,2376,115.0,98.0,31.1,3.24,Normal
4095,2476,115.0,98.0,31.1,3.24,Normal
3354,1986,115.0,98.0,31.1,3.24,Normal
1979,1327,115.0,98.0,31.1,3.24,Normal
1719,1201,115.0,98.0,31.1,3.24,Normal
1736,1207,115.0,98.0,31.1,3.24,Normal
1536,1110,115.0,98.0,31.1,3.24,Normal
1258,974,115.0,98.0,31.1,3.24,Normal
1014,854,115.0,98.0,31.1,3.24,Normal
846,770,115.0,98.0,31.1,3.24,Normal
749,721,115.0,98.0,31.1,3.24,Normal
707,698,115.0,98.0,31.1,3.24,Normal
687,684,115.0,98.0,31.1,3.24,Normal
676,675,115.0,98.0,31.1,3.24,Normal
666,666,115.0,98.0,31.1,3.24,Normal
659,659,115.0,98.0,31.1,3.24,Normal
651,651,115.0,98.0,31.1,3.24,Normal
698,669,115.0,98.0,31.1,3.24,Normal
1725,1157,115.0,98.0,31.1,3.24,Normal
2741,1639,115.0,98.0,31.1,3.24,Normal
3280,1893,115.0,98.0,31.1,3.24,Normal
2809,1663,115.0,98.0,31.1,3.24,Normal
1711,1133,115.0,98.0,31.1,3.24,Normal
1259,912,115.0,98.0,31.1,3.24,Normal
1279,918,115.0,98.0,31.1,3.24,Normal
1147,851,115.0,98.0,31.1,3.24,Normal
954,755,115.0,98.0,31.1,3.24,Normal
778,668,115.0,98.0,31.1,3.24,Normal
657,606,115.0,98.0,31.1,3.24,Normal
591,572,115.0,98.0,31.1,3.24,Normal
561,555,115.0,98.0,31.1,3.24,Normal
549,548,115.0,98.0,31.1,3.24,Normal
543,543,115.0,98.0,31.1,3.24,Normal
539,539,115.0,98.0,31.1,3.24,Normal
537,537,115.0,98.0,31.1,3.24,Normal
535,535,115.0,98.0,31.1,3.24,Normal
1019,767,115.0,98.0,31.1,3.24,Normal
1819,1149,115.0,98.0,31.1,3.24,Normal
2599,1522,115.0,98.0,31.1,3.24,Normal
2596,1522,115.0,98.0,31.1,3.24,Normal
1799,1140,115.0,98.0,31.1,3.24,Normal
1151,832,115.0,98.0,31.1,3.24,Normal
1200,857,115.0,98.0,31.1,3.24,Normal
1116,818,115.0,98.0,31.1,3.24,Normal
943,737,115.0,98.0,31.1,3.24,Normal
772,656,115.0,98.0,31.1,3.24,Normal
656,604,115.0,98.0,31.1,3.24,Normal
596,578,115.0,98.0,31.1,3.24,Normal
576,571,115.0,98.0,31.1,3.24,Normal
573,572,115.0,98.0,31.1,3.24,Normal
577,577,115.0,98.0,31.1,3.24,Normal
583,583,115.0,98.0,31.1,3.24,Normal
588,588,115.0,98.0,31.1,3.24,Normal
595,595,115.0,98.0,31.1,3.24,Normal
1761,1157,115.0,98.0,31.1,3.24,Normal
2870,1690,115.0,98.0,31.1,3.24,Normal
3561,2024,115.0,98.0,31.1,3.24,Normal
3232,1870,115.0,98.0,31.1,3.24,Normal
2065,1314,115.0,98.0,31.1,3.24,Normal
1459,1027,115.0,98.0,31.1,3.24,Normal
1539,1068,115.0,98.0,31.1,3.24,Normal
1422,1013,115.0,98.0,31.1,3.24,Normal
1197,909,115.0,98.0,31.1,3.24,Normal
970,802,115.0,98.0,31.1,3.24,Normal
804,725,115.0,98.0,31.1,3.24,Normal
712,682,115.0,98.0,31.1,3.24,Normal
675,665,115.0,98.0,31.1,3.24,Normal
663,661,115.0,98.0,31.1,3.24,Normal
662,661,115.0,98.0,31.1,3.24,Normal
662,662,115.0,98.0,31.1,3.24,Normal
662,662,115.0,98.0,31.1,3.24,Normal
662,662,115.0,98.0,31.1,3.24,Normal
999,823,115.0,98.0,31.1,3.24,Normal
2384,1486,115.0,98.0,31.1,3.24,Normal
3597,2067,115.0,98.0,31.1,3.24,Normal
3998,2257,115.0,98.0,31.1,3.24,Normal
3282,1913,115.0,98.0,31.1,3.24,Normal
1970,1283,115.0,98.0,31.1,3.24,Normal
1507,1060,115.0,98.0,31.1,3.24,Normal
1550,1079,115.0,98.0,31.1,3.24,Normal
1394,1003,115.0,98.0,31.1,3.24,Normal
1166,891,115.0,98.0,31.1,3.24,Normal
933,776,115.0,98.0,31.1,3.24,Normal
771,697,115.0,98.0,31.1,3.24,Normal
683,652,115.0,98.0,31.1,3.24,Normal
638,628,115.0,98.0,31.1,3.24,Normal
619,617,115.0,98.0,31.1,3.24,Normal
610,610,115.0,98.0,31.1,3.24,Normal
605,605,115.0,98.0,31.1,3.24,Normal
600,600,115.0,98.0,31.1,3.24,Normal
595,595,115.0,98.0,31.1,3.24,Normal
772,678,115.0,98.0,31.1,3.24,Normal
1626,1085,115.0,98.0,31.1,3.24,Normal
2485,1494,115.0,98.0,31.1,3.24,Normal
2864,1674,115.0,98.0,31.1,3.24,Normal
2412,1456,115.0,98.0,31.1,3.24,Normal
1503,1019,115.0,98.0,31.1,3.24,Normal
1147,847,115.0,98.0,31.1,3.24,Normal
1176,861,115.0,98.0,31.1,3.24,Normal
1066,807,115.0,98.0,31.1,3.24,Normal
907,731,115.0,98.0,31.1,3.24,Normal
760,660,115.0,98.0,31.1,3.24,Normal
660,612,115.0,98.0,31.1,3.24,Normal
605,586,115.0,98.0,31.1,3.24,Normal
582,576,115.0,98.0,31.1,3.24,Normal
576,575,115.0,98.0,31.1,3.24,Normal
576,576,115.0,98.0,31.1,3.24,Normal
579,579,115.0,98.0,31.1,3.24,Normal
582,582,115.0,98.0,31.1,3.24,Normal
586,586,115.0,98.0,31.1,3.24,Normal
824,702,115.0,98.0,31.1,3.24,Normal
1897,1219,115.0,98.0,31.1,3.24,Normal
2856,1681,115.0,98.0,31.1,3.24,Normal
3107,1805,115.0,98.0,31.1,3.24,Normal
2348,1444,115.0,98.0,31.1,3.24,Normal
1444,1014,115.0,98.0,31.1,3.24,Normal
1384,989,115.0,98.0,31.1,3.24,Normal
1375,987,115.0,98.0,31.1,3.24,Normal
1205,910,115.0,98.0,31.1,3.24,Normal
999,814,115.0,98.0,31.1,3.24,Normal
832,738,115.0,98.0,31.1,3.24,Normal
730,693,115.0,98.0,31.1,3.24,Normal
688,676,115.0,98.0,31.1,3.24,Normal
678,675,115.0,98.0,31.1,3.24,Normal
679,678,115.0,98.0,31.1,3.24,Normal
684,684,115.0,98.0,31.1,3.24,Normal
689,689,115.0,98.0,31.1,3.24,Normal
694,694,115.0,98.0,31.1,3.24,Normal
1285,979,115.0,98.0,31.1,3.24,Normal
2428,1529,115.0,98.0,31.1,3.24,Normal
3692,2136,115.0,98.0,31.1,3.24,Normal
4095,2435,115.0,98.0,31.1,3.24,Normal
3679,2134,115.0,98.0,31.1,3.24,Normal
2272,1460,115.0,98.0,31.1,3.24,Normal
1707,1190,115.0,98.0,31.1,3.24,Normal
1776,1224,115.0,98.0,31.1,3.24,Normal
1642,1160,115.0,98.0,31.1,3.24,Normal
1386,1037,115.0,98.0,31.1,3.24,Normal
1121,909,115.0,98.0,31.1,3.24,Normal
919,811,115.0,98.0,31.1,3.24,Normal
801,753,115.0,98.0,31.1,3.24,Normal
738,722,115.0,98.0,31.1,3.24,Normal
713,707,115.0,98.0,31.1,3.24,Normal
701,699,115.0,98.0,31.1,3.24,Normal
694,694,115.0,98.0,31.1,3.24,Normal
688,687,115.0,98.0,31.1,3.24,Normal
681,681,115.0,98.0,31.1,3.24,Normal
675,675,115.0,98.0,31.1,3.24,Normal
1575,1102,115.0,98.0,31.1,3.24,Normal
2671,1624,115.0,98.0,31.1,3.24,Normal
3563,2047,115.0,98.0,31.1,3.24,Normal
3487,2006,115.0,98.0,31.1,3.24,Normal
2405,1483,115.0,98.0,31.1,3.24,Normal
1468,1030,115.0,98.0,31.1,3.24,Normal
1409,997,115.0,98.0,31.1,3.24,Normal
1339,959,115.0,98.0,31.1,3.24,Normal
1143,861,115.0,98.0,31.1,3.24,Normal
926,753,115.0,98.0,31.1,3.24,Normal
754,666,115.0,98.0,31.1,3.24,Normal
649,612,115.0,98.0,31.1,3.24,Normal
594,581,115.0,98.0,31.1,3.24,Normal
568,564,115.0,98.0,31.1,3.24,Normal
556,555,115.0,98.0,31.1,3.24,Normal
547,547,115.0,98.0,31.1,3.24,Normal
541,540,115.0,98.0,31.1,3.24,Normal
535,535,115.0,98.0,31.1,3.24,Normal
529,529,115.0,98.0,31.1,3.24,Normal
